height,lightning_nodes,lightning_channels,segwit_percentage,segwit_inputs,total_inputs,lightning_channels_funded
514311,839,4754,0.00,0,1,0
514309,839,4754,40.60,108,266,4
514309,839,4754,40.60,108,266,4
514308,839,4754,31.47,556,1767,5
514307,839,4754,26.92,63,234,1
514305,839,4754,26.80,1396,5208,21
514304,837,4740,27.74,124,447,0
514303,836,4730,19.90,241,1211,2
514302,836,4730,15.38,86,559,3
514301,836,4730,17.53,285,1626,1
514300,836,4724,26.25,824,3139,12
514299,836,4724,20.61,1141,5535,11
514298,836,4724,26.25,1430,5448,11
514297,836,4716,22.03,763,3464,7
514296,834,4700,34.38,44,128,0
514295,831,4650,28.21,11,39,0
514293,831,4650,39.50,1821,4610,10
514292,831,4650,20.64,584,2830,15
514291,830,4644,17.77,640,3602,20
514290,830,4644,22.74,1424,6261,10
514289,829,4638,14.02,790,5633,6
514288,829,4638,25.79,1425,5525,7
514287,829,4638,35.80,2009,5611,9
514286,829,4636,20.86,1109,5317,5
514284,828,4622,22.60,1259,5571,7
514283,826,4618,26.00,1490,5731,4
514282,826,4618,19.67,989,5028,14
514281,826,4618,21.81,1181,5415,9
514280,826,4618,19.60,1075,5484,15
514279,826,4606,52.88,3476,6573,2
514278,826,4606,95.32,9770,10250,3
514277,826,4592,77.08,6280,8147,5
514276,826,4592,17.87,989,5535,12
514275,825,4582,29.60,349,1179,1
514274,822,4570,14.60,33,226,2
514271,822,4570,18.40,321,1745,4
514271,822,4570,18.40,321,1745,4
514270,822,4568,15.04,703,4673,9
514269,822,4568,14.74,765,5190,7
514268,822,4568,34.14,1407,4121,7
514264,821,4564,22.86,355,1553,3
514263,820,4564,21.72,696,3205,6
514262,820,4564,67.59,1147,1697,17
514261,820,4556,0.03,1,3764,0
514260,819,4556,23.73,1294,5454,5
514259,819,4556,25.64,1581,6165,9
514258,818,4554,14.97,381,2545,3
514257,818,4554,10.78,485,4500,10
514256,815,4540,18.21,1000,5492,11
514252,815,4536,14.22,540,3797,10
514251,815,4536,26.45,1287,4865,9
514248,815,4536,8.32,315,3788,2
514247,814,4534,8.04,209,2599,2
514246,814,4534,4.10,85,2074,7
514245,814,4534,5.21,131,2515,12
514244,814,4534,22.95,257,1120,3
514243,812,4528,27.59,1391,5041,5
514241,812,4528,16.75,879,5248,12
514237,811,4526,17.27,448,2594,7
514234,811,4520,16.24,435,2678,13
514233,811,4520,18.93,209,1104,2
514230,811,4518,29.99,443,1477,10
514225,811,4514,21.78,159,730,3
514224,811,4514,35.90,411,1145,2
514220,811,4510,20.90,675,3229,9
514219,811,4510,23.73,14,59,0
514218,811,4510,20.29,28,138,0
514216,811,4510,17.92,401,2238,7
514216,811,4510,17.92,401,2238,7
514215,811,4508,20.92,210,1004,3
514214,811,4502,22.01,274,1245,6
514213,810,4502,19.79,462,2335,8
514211,809,4500,25.52,171,670,5
514210,808,4492,23.03,178,773,6
514207,807,4492,30.56,143,468,2
514205,807,4482,11.27,438,3887,17
514204,807,4482,21.24,315,1483,9
514203,807,4480,39.94,276,691,3
514201,807,4480,22.28,1024,4597,10
514200,806,4474,27.39,1502,5483,6
514198,806,4474,38.78,1702,4389,29
514197,806,4474,69.18,4728,6834,5
514193,806,4474,31.08,175,563,2
514191,806,4468,15.05,302,2007,13
514190,805,4468,3.40,25,735,0
514189,805,4468,16.11,139,863,1
514188,805,4468,100.00,1,1,0
514185,805,4460,3.36,128,3809,4
514185,805,4460,3.36,128,3809,4
514182,803,4460,28.62,267,933,2
514181,802,4456,10.97,79,720,4
514179,802,4456,23.99,1037,4322,11
514178,802,4456,14.49,403,2782,13
514173,802,4454,19.38,63,325,2
514172,802,4450,33.33,68,204,1
514170,802,4450,23.85,543,2277,8
514167,802,4450,38.87,920,2367,6
514165,802,4442,33.33,59,177,0
514164,802,4438,18.75,6,32,1
514161,802,4438,27.47,823,2996,12
514160,802,4438,19.41,595,3066,7
514159,802,4434,33.21,560,1686,6
514158,802,4430,6.10,10,164,0
514156,802,4430,22.83,688,3013,10
514156,802,4430,22.83,688,3013,10
514151,801,4414,20.51,331,1614,3
514150,800,4400,7.24,27,373,1
514149,800,4400,37.31,1420,3806,12
514148,800,4400,25.33,968,3822,17
514147,800,4398,25.01,968,3871,12
514146,799,4396,27.13,455,1677,14
514144,799,4396,31.27,1300,4157,17
514143,799,4396,19.21,361,1879,6
514137,799,4388,38.81,1661,4280,2
514136,799,4386,26.57,1322,4976,4
514135,799,4386,40.03,2105,5258,2
514134,799,4380,17.85,946,5299,11
514133,799,4380,26.77,1343,5016,8
514132,799,4378,12.77,84,658,1
514131,799,4370,41.73,1931,4627,3
514130,799,4370,23.21,279,1202,1
514129,799,4368,30.82,151,490,2
514128,799,4368,25.79,1221,4734,4
514127,799,4368,26.43,176,666,4
514126,799,4356,18.09,514,2841,4
514125,799,4356,22.14,201,908,1
514124,799,4348,31.40,308,981,0
514123,798,4348,23.21,873,3761,6
514122,798,4348,33.11,194,586,1
514121,797,4346,24.08,1452,6029,4
514120,797,4346,29.79,595,1997,2
514119,797,4344,20.42,917,4490,4
514118,797,4344,31.55,738,2339,7
514117,797,4328,20.09,456,2270,3
514116,797,4328,17.76,127,715,1
514115,795,4322,22.15,808,3648,4
514114,795,4322,15.54,320,2059,3
514113,795,4322,23.89,721,3018,7
514112,795,4322,21.73,1015,4670,8
514111,795,4322,23.89,1045,4374,10
514110,792,4310,35.41,2010,5676,5
514108,792,4310,21.36,960,4494,5
514106,791,4308,31.12,1668,5360,8
514105,791,4308,23.46,1328,5660,14
514104,791,4308,31.72,1844,5814,2
514102,791,4304,21.83,1243,5695,10
514101,791,4302,26.84,1471,5480,4
514099,791,4300,20.82,396,1902,3
514097,791,4300,14.33,600,4188,4
514096,791,4300,14.24,579,4066,7
514095,789,4292,24.81,1245,5018,3
514091,789,4292,10.84,474,4374,4
514090,788,4288,6.62,234,3537,2
514088,788,4286,1.26,44,3486,2
514087,788,4286,8.32,316,3796,3
514085,788,4286,0.00,0,1,0
514081,788,4284,12.38,574,4635,5
514080,788,4284,36.36,4,11,0
514077,788,4278,0.25,8,3238,0
514077,788,4278,0.25,8,3238,0
514075,788,4276,7.61,303,3984,4
514075,788,4276,7.61,303,3984,4
514073,788,4270,13.23,527,3982,8
514072,788,4258,1.03,33,3206,0
514071,788,4258,2.04,70,3434,2
514070,788,4258,10.80,398,3686,3
514069,788,4258,23.46,122,520,1
514068,788,4254,19.26,950,4933,21
514066,788,4254,12.85,509,3962,5
514065,787,4230,13.81,564,4083,4
514063,787,4228,16.96,702,4139,8
514062,787,4228,16.05,787,4904,10
514061,787,4226,20.43,48,235,1
514060,786,4222,18.96,567,2991,18
514058,786,4222,16.28,7,43,0
514057,786,4218,13.11,283,2158,8
514056,786,4218,14.30,506,3538,12
514054,786,4218,31.50,86,273,1
514053,785,4216,26.77,600,2241,11
514052,785,4216,20.74,379,1827,2
514051,783,4212,13.53,175,1293,6
514050,783,4212,20.60,110,534,3
514049,783,4212,31.52,1103,3499,17
514047,783,4212,11.43,4,35,0
514046,783,4212,94.57,801,847,3
514045,783,4212,10.75,428,3980,17
514044,783,4212,31.94,337,1055,0
514042,783,4208,100.00,1,1,0
514040,783,4206,23.19,591,2549,10
514039,783,4206,26.49,467,1763,9
514038,783,4204,33.41,1356,4059,6
514035,783,4204,14.33,104,726,4
514034,783,4202,22.75,76,334,0
514033,783,4202,24.46,522,2134,16
514032,783,4202,46.70,85,182,0
514031,783,4200,57.69,15,26,0
514026,783,4200,48.28,1908,3952,8
514022,783,4196,49.17,562,1143,3
514021,782,4194,15.27,510,3339,11
514019,781,4192,10.20,15,147,0
514018,781,4192,29.13,821,2818,9
514016,779,4186,33.53,57,170,0
514015,779,4180,18.94,307,1621,4
514012,779,4178,21.76,431,1981,7
514010,779,4178,23.96,367,1532,8
514009,778,4168,41.91,381,909,4
514008,778,4168,35.32,243,688,4
514007,778,4162,37.54,223,594,1
514006,778,4162,27.04,126,466,1
514005,778,4162,18.79,93,495,3
514004,778,4162,16.26,522,3210,10
514003,778,4162,20.06,1092,5443,9
514002,778,4154,16.71,67,401,1
514001,777,4136,27.32,53,194,0
514000,777,4136,100.00,1,1,0
513998,777,4136,29.62,810,2735,9
513997,777,4136,32.79,822,2507,6
513996,777,4136,26.23,714,2722,10
513995,777,4136,28.95,1319,4556,11
513994,777,4134,26.89,96,357,1
513992,776,4122,19.56,247,1263,2
513991,776,4116,43.55,27,62,0
513990,775,4104,19.55,344,1760,1
513989,775,4104,19.50,543,2784,4
513988,775,4104,35.40,1845,5212,14
513987,775,4096,31.31,1791,5721,6
513986,775,4096,26.77,1445,5397,5
513984,775,4094,60.20,2997,4978,7
513982,775,4094,18.12,228,1258,2
513981,773,4084,23.10,954,4129,7
513980,773,4082,19.59,228,1164,1
513979,771,4070,33.33,19,57,0
513978,771,4070,25.22,87,345,1
513977,771,4070,35.50,421,1186,9
513976,771,4070,29.77,1613,5419,10
513975,771,4070,32.42,59,182,1
513973,770,4068,13.63,196,1438,4
513972,770,4058,31.62,431,1363,2
513971,770,4058,39.45,1745,4423,9
513970,770,4058,26.90,1470,5465,14
513968,769,4038,13.20,236,1788,5
513967,769,4038,21.89,1003,4583,11
513966,769,4036,24.49,264,1078,3
513965,766,4012,41.97,1814,4322,15
513964,766,4012,22.54,1287,5709,5
513961,766,4010,20.65,689,3336,15
513960,766,4010,46.18,1571,3402,10
513958,763,4002,16.59,172,1037,3
513956,763,4002,22.00,44,200,0
513954,763,3998,17.87,943,5277,12
513953,763,3998,21.60,1221,5653,9
513951,763,3998,21.30,847,3976,15
513950,763,3998,26.43,975,3689,7
513949,763,3996,10.23,248,2425,1
513945,761,3988,16.84,221,1312,4
513944,761,3984,16.96,272,1604,4
513943,761,3984,27.54,564,2048,9
513942,761,3984,20.10,40,199,1
513940,761,3984,36.42,256,703,4
513939,761,3982,17.49,326,1864,2
513937,760,3978,68.97,460,667,2
513936,760,3978,13.67,225,1646,6
513934,760,3978,24.31,168,691,1
513932,757,3964,28.22,458,1623,5
513931,757,3964,33.50,328,979,5
513930,757,3958,15.65,138,882,3
513929,757,3958,15.79,260,1647,5
513928,757,3958,13.93,386,2771,7
513926,756,3954,16.24,165,1016,4
513925,756,3952,25.51,524,2054,6
513923,756,3950,35.71,562,1574,10
513922,756,3948,16.58,252,1520,6
513920,756,3948,43.00,264,614,3
513919,756,3946,17.03,54,317,2
513915,756,3938,21.52,643,2988,13
513914,756,3938,4.97,25,503,1
513913,756,3920,26.34,59,224,1
513912,756,3920,13.83,48,347,1
513911,756,3920,16.19,143,883,3
513907,755,3918,20.06,129,643,8
513906,755,3918,11.86,21,177,0
513903,755,3918,22.07,96,435,3
513901,755,3918,17.65,48,272,1
513900,755,3916,45.84,842,1837,6
513899,755,3916,55.95,188,336,0
513898,755,3916,19.47,332,1705,9
513897,755,3916,28.06,227,809,2
513896,755,3912,8.40,10,119,3
513895,755,3912,40.51,160,395,2
513894,755,3912,34.78,8,23,1
513892,755,3912,15.69,446,2843,8
513891,754,3908,21.16,270,1276,7
513890,753,3902,26.67,1069,4009,15
513889,753,3902,7.67,72,939,8
513888,753,3894,9.18,9,98,0
513887,752,3894,26.97,878,3255,11
513886,752,3894,26.21,108,412,2
513884,752,3890,23.60,627,2657,11
513882,750,3802,18.60,348,1871,10
513802,764,4400,29.09,258,887,4
513801,764,4400,35.42,1961,5536,10
513799,764,4400,14.27,820,5747,23
513798,764,4400,25.34,957,3776,3
513796,763,4398,18.87,104,551,6
513794,762,4390,21.05,56,266,2
513792,762,4390,21.87,874,3997,16
513790,762,4388,21.32,834,3911,3
513789,762,4388,8.18,199,2434,5
513787,762,4388,20.66,321,1554,4
513783,761,4386,12.60,602,4776,6
513780,761,4384,22.89,46,201,1
513779,761,4384,24.79,571,2303,4
513777,761,4384,23.77,29,122,1
513774,761,4382,10.61,420,3959,15
513773,761,4382,14.98,282,1883,10
513772,761,4382,32.80,554,1689,1
513767,760,4378,24.16,230,952,2
513760,758,4368,16.11,96,596,2
513759,758,4364,22.26,303,1361,14
513758,757,4364,21.50,883,4107,20
513757,757,4364,18.67,444,2378,13
513755,757,4364,16.13,407,2524,5
513754,757,4364,18.88,679,3597,10
513752,757,4364,14.94,46,308,2
513751,756,4362,18.58,706,3800,15
513750,756,4362,22.98,142,618,2
513748,756,4362,25.53,157,615,2
513747,756,4362,17.53,456,2601,11
513746,756,4362,22.94,926,4036,16
513743,756,4362,19.29,93,482,0
513742,756,4360,6.91,122,1765,5
513741,756,4360,16.54,63,381,1
513739,756,4360,23.62,441,1867,4
513738,756,4360,18.64,11,59,0
513737,756,4360,23.00,418,1817,12
513736,756,4360,23.45,197,840,5
513734,756,4360,30.42,247,812,8
513733,756,4360,15.71,270,1719,8
513732,756,4358,25.11,672,2676,18
513731,756,4358,18.91,370,1957,7
513730,756,4358,14.41,393,2728,5
513728,755,4356,15.90,196,1233,9
513727,755,4356,52.57,2587,4921,6
513726,755,4356,35.24,2194,6226,15
513724,754,4352,33.37,1331,3989,3
513720,754,4352,22.53,223,990,8
513718,753,4350,21.82,375,1719,8
513717,753,4350,10.00,5,50,0
513714,753,4350,36.52,1893,5184,2
513714,753,4350,36.52,1893,5184,2
513710,752,4344,23.08,39,169,1
513709,752,4344,22.68,494,2178,6
513708,752,4344,32.11,288,897,4
513706,752,4344,38.30,149,389,2
513705,752,4344,22.25,606,2723,5
513704,752,4344,27.46,369,1344,1
513703,752,4344,20.60,219,1063,2
513702,752,4344,24.15,466,1930,10
513700,752,4344,25.79,671,2602,5
513699,752,4344,23.26,134,576,1
513698,752,4344,40.00,26,65,1
513697,752,4344,15.54,454,2922,8
513696,752,4344,34.85,169,485,0
513695,752,4344,29.76,1276,4287,14
513694,752,4344,20.80,298,1433,5
513693,752,4344,22.42,391,1744,4
513692,751,4338,26.28,231,879,5
513691,751,4338,18.53,98,529,0
513689,751,4338,31.62,848,2682,8
513688,751,4338,29.49,1630,5528,9
513688,751,4338,29.49,1630,5528,9
513686,751,4336,10.81,636,5886,5
513685,751,4330,13.84,335,2421,2
513684,750,4320,15.83,917,5794,9
513683,750,4320,15.71,987,6281,4
513682,750,4320,10.23,627,6128,8
513681,749,4314,27.78,1479,5324,11
513680,749,4314,26.36,1415,5367,12
513679,748,4308,14.20,821,5780,5
513678,748,4308,4.95,326,6584,1
513677,747,4302,22.20,1234,5558,9
513676,747,4302,6.87,441,6420,2
513675,747,4302,23.56,1309,5556,7
513674,747,4302,28.07,1535,5468,2
513673,747,4302,15.87,888,5597,5
513672,747,4298,19.00,1025,5396,7
513671,747,4298,49.45,2641,5341,6
513669,747,4298,20.70,154,744,1
513668,746,4296,30.43,1055,3467,5
513667,746,4296,24.23,1328,5480,6
513666,746,4296,22.04,1177,5341,2
513665,745,4292,16.98,925,5449,2
513664,744,4292,12.86,753,5854,1
513663,744,4292,17.87,935,5233,4
513661,744,4292,20.16,1003,4976,11
513660,744,4292,29.78,1638,5500,4
513658,744,4256,27.06,459,1696,4
513657,744,4256,19.35,443,2289,4
513655,744,4256,30.46,205,673,2
513653,744,4256,14.53,921,6337,2
513652,744,4256,11.35,613,5399,4
513651,744,4256,22.50,1304,5795,7
513650,744,4256,17.71,1036,5851,7
513649,744,4256,28.93,1563,5403,15
513648,744,4256,37.78,2130,5638,22
513646,744,4256,9.35,331,3540,2
513644,744,4256,14.94,748,5006,1
513643,744,4256,21.49,913,4248,8
513636,744,4252,10.67,620,5808,11
513635,744,4252,17.09,732,4283,3
513632,744,4252,14.59,61,418,1
513631,744,4252,29.58,410,1386,6
513630,744,4252,19.11,596,3119,13
513629,744,4252,23.22,788,3393,6
513628,744,4252,23.87,53,222,1
513624,744,4252,10.66,231,2166,8
513623,744,4252,19.83,431,2173,5
513622,744,4252,19.89,748,3761,4
513620,744,4252,16.26,864,5315,2
513619,744,4252,38.63,2102,5442,10
513614,744,4252,13.74,386,2810,9
513613,744,4250,23.25,911,3919,14
513612,744,4250,25.34,148,584,2
513611,744,4246,17.75,505,2845,8
513610,744,4246,35.14,746,2123,3
513608,744,4244,10.39,445,4283,7
513606,744,4244,53.19,25,47,0
513603,744,4244,17.95,498,2775,9
513600,744,4244,33.22,197,593,5
513599,744,4244,0.47,1,213,0
513598,744,4244,12.50,390,3119,15
513597,744,4244,18.80,113,601,1
513596,744,4240,21.42,1144,5340,17
513594,744,4240,24.18,74,306,2
513593,744,4240,18.31,163,890,4
513592,744,4240,13.88,44,317,1
513590,744,4240,20.33,85,418,1
513588,744,4240,22.96,304,1324,5
513585,744,4240,8.11,93,1147,0
513584,744,4238,26.50,615,2321,15
513583,744,4238,12.97,66,509,0
513582,744,4238,26.45,73,276,0
513579,744,4238,24.77,1234,4981,20
513578,744,4238,17.85,178,997,3
513577,744,4238,20.90,352,1684,7
513573,744,4238,15.15,167,1102,3
513572,744,4238,17.61,93,528,3
513571,744,4238,27.56,186,675,2
513568,744,4238,21.02,1117,5314,21
513565,744,4228,17.47,944,5405,4
513564,744,4228,41.67,2157,5176,5
513562,744,4228,22.36,560,2505,2
513561,744,4228,18.67,1031,5523,0
513560,744,4228,16.97,885,5216,9
513558,744,4228,39.95,2380,5958,5
513557,744,4228,56.72,3874,6830,6
513556,744,4228,34.98,2531,7235,7
513552,744,4228,23.06,527,2285,4
513551,744,4228,23.72,167,704,2
513550,744,4228,30.03,291,969,2
513549,744,4228,28.03,291,1038,3
513548,744,4228,28.35,672,2370,3
513547,744,4228,24.56,307,1250,3
513546,744,4226,30.82,1213,3936,3
513545,744,4226,23.67,453,1914,1
513544,744,4224,26.68,596,2234,1
513543,743,4224,20.23,1169,5779,9
513542,743,4224,25.77,974,3780,4
513541,743,4224,16.25,869,5348,7
513540,743,4224,24.15,1365,5652,6
513539,742,4222,0.00,0,1,0
513536,742,4222,17.07,282,1652,3
513535,742,4222,22.83,729,3193,6
513534,742,4222,27.72,1501,5414,9
513533,742,4222,15.70,38,242,2
513532,742,4222,18.42,375,2036,3
513531,742,4222,40.17,376,936,0
513530,742,4222,32.53,149,458,0
513529,742,4222,32.73,684,2090,2
513528,742,4222,23.18,1058,4564,5
513527,742,4222,28.42,345,1214,3
513526,742,4222,18.51,581,3139,6
513525,742,4222,21.86,796,3641,3
513524,742,4216,31.20,1593,5105,1
513521,742,4216,19.77,1132,5727,5
513520,742,4216,17.31,923,5333,9
513517,742,4216,20.40,253,1240,3
513516,742,4216,18.52,594,3208,7
513515,742,4216,14.40,158,1097,0
513512,742,4216,5.76,364,6318,3
513509,742,4216,11.80,342,2899,5
513508,742,4214,13.24,141,1065,3
513506,742,4214,22.05,1016,4607,0
513505,742,4210,10.60,640,6037,9
513504,742,4210,10.84,652,6012,5
513501,742,4208,13.76,811,5896,13
513500,742,4208,26.23,1216,4636,13
513499,741,4206,15.80,853,5398,4
513497,741,4206,12.32,737,5984,14
513496,741,4206,25.44,1077,4233,0
513495,741,4206,7.12,182,2555,10
513493,741,4206,19.13,1124,5876,8
513491,741,4206,18.76,410,2186,3
513489,741,4206,18.17,637,3505,6
513487,741,4206,36.53,621,1700,1
513486,741,4206,14.38,333,2316,6
513485,741,4206,19.48,960,4929,6
513482,740,4204,18.24,608,3334,4
513480,739,4202,41.32,2307,5583,2
513478,739,4200,16.47,445,2702,10
513477,739,4200,11.42,75,657,1
513476,739,4200,9.29,292,3142,4
513475,739,4200,32.28,41,127,2
513474,739,4200,9.69,278,2870,1
513472,739,4200,13.31,316,2375,8
513472,739,4200,13.31,316,2375,8
513471,739,4200,17.73,180,1015,3
513470,739,4200,14.68,645,4393,10
513469,739,4200,12.07,570,4722,2
513468,739,4190,12.21,486,3981,7
513465,739,4190,12.18,244,2003,4
513463,739,4190,12.01,419,3488,5
513462,739,4190,18.86,984,5218,13
513461,738,4188,0.02,1,5136,0
513459,738,4188,14.95,129,863,7
513455,738,4186,12.16,275,2262,9
513454,738,4186,9.36,87,929,4
513453,738,4186,17.25,350,2029,1
513450,738,4186,34.91,37,106,1
513449,738,4184,52.31,102,195,1
513447,738,4184,28.78,181,629,4
513442,738,4180,15.64,380,2429,19
513441,738,4178,17.29,300,1735,3
513440,737,4178,24.63,873,3545,17
513438,737,4178,17.48,18,103,0
513437,737,4178,25.12,213,848,4
513436,737,4178,18.79,374,1990,13
513435,737,4178,9.43,84,891,0
513433,736,4176,15.62,30,192,1
513432,736,4176,21.63,69,319,1
513431,736,4176,9.25,32,346,0
513429,736,4176,13.94,314,2253,5
513426,736,4176,21.13,562,2660,14
513425,736,4176,72.15,355,492,2
513421,736,4176,12.42,526,4235,6
513420,736,4176,3.08,23,746,1
513419,736,4176,29.88,965,3230,5
513415,736,4176,21.40,330,1542,3
513414,736,4174,11.69,194,1660,2
513412,736,4172,25.31,373,1474,5
513411,736,4172,21.79,1130,5187,9
513409,736,4172,31.68,83,262,0
513408,736,4156,25.66,560,2182,7
513407,736,4156,22.35,621,2779,4
513406,736,4156,22.53,1054,4679,2
513404,736,4152,11.93,717,6010,2
513404,736,4152,11.93,717,6010,2
513402,736,4152,6.07,392,6453,3
513401,735,4150,18.04,969,5371,8
513400,735,4150,16.96,1087,6408,5
513399,735,4150,21.80,1155,5297,2
513397,735,4150,27.49,1741,6333,6
513396,735,4148,19.87,1226,6170,1
513395,735,4148,17.22,916,5320,2
513394,735,4148,7.82,479,6127,2
513393,735,4148,26.85,1435,5345,6
513392,735,4148,13.30,787,5919,3
513391,735,4148,13.02,777,5967,5
513390,735,4148,20.47,1111,5428,5
513389,735,4148,6.01,350,5822,0
513388,735,4146,18.54,960,5177,4
513387,735,4146,20.61,1103,5352,3
513386,735,4146,5.77,318,5510,1
513383,735,4144,3.60,234,6491,0
513382,735,4142,14.64,742,5068,3
513380,735,4142,13.03,611,4689,1
513379,735,4142,24.17,1279,5292,8
513378,735,4142,24.05,1265,5259,10
513377,735,4142,16.75,829,4949,5
513376,735,4142,11.07,530,4789,4
513375,735,4142,3.80,168,4424,0
513374,735,4142,8.83,431,4883,1
513372,735,4142,17.00,899,5287,1
513371,735,4142,51.38,2603,5066,7
513369,735,4142,17.62,854,4848,10
513368,735,4140,7.34,365,4974,2
513365,735,4140,27.91,1539,5514,4
513360,734,4138,12.44,601,4832,4
513359,734,4138,10.77,481,4466,1
513358,734,4138,9.83,446,4538,8
513357,734,4138,7.95,363,4564,3
513356,732,4134,8.22,343,4173,10
513355,732,4134,12.21,551,4512,7
513354,731,4130,6.07,256,4214,6
513352,731,4130,8.34,383,4593,5
513351,731,4130,4.51,185,4102,3
513350,731,4130,5.90,247,4188,1
513349,731,4130,8.12,320,3942,4
513348,731,4130,3.64,73,2006,6
513347,731,4130,4.16,169,4058,1
513346,731,4130,4.72,195,4131,5
513341,731,4128,5.23,211,4032,4
513339,731,4128,9.79,413,4217,10
513336,731,4128,0.00,0,1,0
513333,731,4128,0.23,9,3858,1
513332,731,4128,1.27,51,4012,7
513330,731,4128,3.00,120,3997,5
513329,730,4126,4.12,174,4221,3
513328,730,4126,2.51,100,3978,3
513327,730,4126,28.75,1488,5175,13
513326,730,4126,7.95,349,4389,7
513324,730,4126,11.89,630,5298,8
513322,730,4126,5.72,312,5456,6
513321,730,4126,2.27,142,6259,2
513320,730,4126,100.00,1,1,0
513316,730,4126,26.99,139,515,1
513315,730,4126,19.05,607,3186,2
513314,730,4126,5.31,328,6178,4
513313,730,4126,9.29,494,5315,2
513310,730,4122,22.65,541,2388,1
513309,730,4122,7.30,447,6120,9
513308,730,4122,16.54,856,5175,7
513307,729,4118,4.82,307,6366,2
513306,729,4118,7.50,440,5869,11
513305,729,4118,30.57,133,435,1
513304,729,4118,29.99,1922,6409,6
513299,729,4118,6.57,396,6023,5
513299,729,4118,6.57,396,6023,5
513297,729,4118,2.73,177,6487,0
513296,729,4118,0.42,27,6463,12
513293,728,4116,18.91,900,4760,8
513290,728,4116,3.52,228,6470,3
513286,728,4116,20.91,424,2028,5
513285,720,4110,44.78,30,67,0
513285,734,4156,44.78,30,67,0
513278,734,4156,15.95,26,163,1
513275,734,4156,21.17,475,2244,11
513274,734,4156,22.19,962,4336,19
513273,734,4156,10.48,443,4226,20
513272,734,4156,23.29,146,627,1
513271,734,4156,5.37,48,894,1
513268,734,4156,63.93,436,682,11
513267,734,4154,0.00,0,1371,0
513264,734,4154,27.70,269,971,5
513263,734,4134,30.50,165,541,5
513260,733,4132,19.63,74,377,2
513259,733,4130,42.97,321,747,0
513258,733,4130,23.93,567,2369,10
513257,733,4130,22.75,111,488,2
513256,733,4130,20.24,204,1008,1
513254,733,4130,19.28,755,3916,6
513253,733,4130,24.38,247,1013,5
513252,732,4122,34.74,33,95,0
513251,732,4122,13.32,165,1239,1
513250,732,4122,32.20,352,1093,4
513249,732,4120,13.65,317,2322,5
513248,732,4120,13.83,434,3137,5
513247,732,4120,27.36,177,647,3
513246,732,4118,39.79,776,1950,5
513243,732,4116,19.03,560,2943,7
513242,732,4116,23.11,784,3392,6
513241,732,4116,31.49,1731,5497,15
513240,732,4116,20.94,874,4173,11
513239,732,4116,30.59,1332,4354,3
513237,732,4116,33.33,40,120,1
513236,732,4114,46.24,418,904,0
513235,732,4114,22.01,46,209,0
513234,732,4114,35.29,1707,4837,4
513233,732,4114,13.35,777,5821,1
513232,732,4114,37.16,2122,5711,3
513231,732,4114,18.81,1045,5556,4
513229,732,4114,25.36,1316,5190,10
513228,731,4108,15.48,886,5722,5
513227,731,4108,30.78,1719,5584,9
513226,731,4108,11.65,676,5802,7
513225,731,4108,3.17,207,6522,1
513224,731,4108,16.94,966,5704,12
513223,731,4108,34.18,2206,6455,2
513222,731,4108,4.88,322,6597,0
513221,731,4108,5.50,320,5821,1
513220,731,4108,21.74,1234,5677,4
513218,731,4108,11.60,771,6646,4
513216,731,4108,24.59,1381,5617,3
513216,731,4108,24.59,1381,5617,3
513215,731,4108,10.11,615,6082,7
513214,731,4108,23.46,1175,5008,13
513213,731,4108,15.22,809,5314,1
513212,731,4108,15.20,806,5303,3
513211,731,4108,9.75,434,4452,9
513210,731,4108,34.81,1901,5461,0
513207,731,4102,18.11,1320,7289,0
513206,731,4102,13.16,759,5767,7
513205,731,4102,7.32,466,6368,2
513204,731,4096,5.08,320,6295,3
513203,731,4096,38.09,2347,6161,3
513201,731,4096,16.81,775,4611,17
513199,731,4094,1.62,109,6749,0
513197,730,4084,8.00,418,5225,8
513197,730,4084,8.00,418,5225,8
513196,730,4084,3.78,245,6489,1
513191,730,4084,5.44,353,6485,6
513190,730,4084,20.32,1088,5354,11
513187,730,4084,18.48,646,3496,8
513186,730,4084,3.12,67,2146,6
513184,730,4084,17.66,895,5069,10
513179,729,4078,40.09,2805,6996,9
513178,729,4078,11.11,734,6608,5
513177,729,4078,7.59,453,5965,3
513176,729,4078,7.79,471,6050,10
513175,729,4078,8.15,475,5826,6
513174,728,4074,14.15,941,6652,1
513173,728,4074,1.18,77,6547,0
513170,728,4074,2.90,173,5963,5
513169,728,4074,11.46,631,5504,3
513167,727,4072,7.05,404,5728,2
513165,727,4072,3.76,240,6379,2
513163,727,4072,17.51,983,5615,11
513161,727,4072,5.08,290,5713,4
513159,727,4070,14.90,802,5382,17
513158,727,4070,7.09,438,6179,3
513156,727,4070,35.85,2314,6455,7
513155,727,4070,19.96,1429,7159,3
513153,727,4070,13.98,783,5601,4
513150,727,4068,3.90,249,6389,5
513149,727,4068,2.74,179,6528,2
513148,727,4068,5.38,339,6306,12
513146,727,4068,16.79,161,959,1
513145,727,4068,52.17,12,23,1
513144,727,4068,21.31,13,61,2
513141,727,4068,4.38,285,6507,3
