height,lightning_nodes,lightning_channels,segwit_percentage,segwit_inputs,total_inputs,lightning_channels_funded
510287,626,3599,3.27,124,3794,1
510286,626,3599,0.53,19,3573,0
510285,626,3599,10.48,503,4799,4
510284,626,3599,14.73,238,1616,4
510283,623,3589,11.87,449,3782,4
510282,623,3589,8.26,378,4578,2
510281,623,3589,13.33,691,5183,6
510280,623,3587,3.02,113,3740,3
510279,622,3587,16.11,783,4861,5
510277,622,3587,10.15,531,5233,8
510277,622,3587,10.15,531,5233,8
510276,622,3587,10.37,516,4978,6
510275,622,3587,13.91,689,4955,2
510273,621,3585,4.00,153,3825,2
510272,621,3585,8.59,361,4202,3
510271,621,3585,18.90,343,1815,3
510270,621,3585,9.06,445,4911,8
510269,621,3585,1.07,38,3549,0
510267,621,3585,6.06,259,4271,2
510267,621,3585,6.06,259,4271,2
510266,621,3585,4.19,160,3819,1
510265,621,3585,11.03,524,4752,7
510264,621,3585,2.39,86,3591,0
510263,618,3581,2.85,106,3719,1
510262,618,3581,13.39,624,4659,1
510260,618,3581,13.64,588,4310,0
510258,618,3581,22.47,1215,5408,5
510257,618,3581,12.27,765,6235,2
510256,618,3581,17.50,931,5321,4
510253,618,3581,13.63,203,1489,1
510252,618,3581,12.30,642,5219,7
510249,618,3581,10.39,507,4882,8
510248,617,3577,9.07,417,4600,8
510247,617,3577,8.41,347,4126,5
510245,617,3577,6.82,263,3859,1
510244,617,3577,13.86,702,5064,11
510243,617,3577,6.58,261,3965,3
510242,617,3577,5.54,121,2186,0
510240,617,3575,0.00,0,1,0
510240,617,3575,0.00,0,1,0
510238,617,3575,13.55,635,4688,10
510238,617,3575,13.55,635,4688,10
510237,616,3569,9.91,400,4035,3
510235,616,3569,20.31,1038,5111,5
510231,614,3565,0.52,18,3429,0
510229,614,3565,15.99,683,4271,9
510229,614,3565,15.99,683,4271,9
510227,613,3549,2.56,90,3513,2
510226,613,3547,3.01,108,3591,0
510225,613,3547,9.18,381,4151,9
510224,613,3547,6.53,281,4306,9
510223,611,3539,33.98,1850,5445,11
510222,611,3539,9.42,372,3949,9
510221,610,3535,1.42,50,3509,1
510220,610,3535,2.70,98,3626,2
510219,610,3535,19.75,836,4233,3
510214,641,3926,35.32,1648,4666,1
510208,640,3924,6.70,298,4445,9
510207,640,3924,5.90,242,4099,5
510206,640,3924,2.97,114,3834,5
510205,640,3924,13.61,620,4554,23
510204,640,3924,14.68,32,218,1
510202,640,3924,0.02,1,4509,1
510200,640,3924,7.00,295,4214,10
510199,640,3924,0.86,30,3493,1
510198,640,3924,1.09,38,3477,0
510197,640,3924,6.38,249,3905,7
510196,640,3924,4.11,146,3555,1
510195,640,3924,2.44,6,246,1
510193,640,3924,8.62,392,4548,13
510193,640,3924,8.62,392,4548,13
510190,640,3924,3.49,129,3696,6
510188,640,3922,9.02,58,643,7
510187,640,3922,0.26,9,3415,1
510186,640,3922,5.34,195,3655,3
510185,640,3922,9.17,396,4320,8
510183,640,3922,12.91,524,4059,5
510182,637,3914,6.32,247,3911,10
510181,637,3914,0.62,22,3554,3
510178,637,3914,90.97,8582,9434,3
510177,637,3914,66.94,4966,7419,8
510176,637,3914,33.29,1827,5488,29
510173,637,3914,2.88,103,3574,1
510172,637,3914,20.95,1124,5365,16
510169,637,3914,2.39,86,3594,7
510168,637,3914,5.91,245,4144,9
510167,637,3914,8.84,99,1120,2
510166,637,3914,2.06,79,3839,4
510163,637,3914,0.79,27,3432,2
510160,637,3914,0.77,27,3502,3
510159,637,3914,3.98,156,3921,6
510152,637,3914,0.03,1,3374,0
510149,637,3910,9.30,412,4430,11
510149,637,3910,9.30,412,4430,11
510148,637,3910,14.55,577,3966,1
510146,637,3910,1.68,58,3444,0
510144,637,3910,8.33,373,4479,12
510142,637,3910,3.00,106,3529,2
510141,637,3908,1.50,52,3468,0
510140,637,3908,6.68,345,5168,2
510138,637,3908,12.34,613,4967,11
510137,637,3908,6.79,336,4947,2
510135,637,3908,9.68,426,4400,8
510135,637,3908,9.68,426,4400,8
510134,637,3908,10.95,552,5039,2
510132,637,3908,2.73,160,5852,1
510131,637,3908,14.49,10,69,1
510129,637,3908,10.46,480,4590,8
510129,637,3908,10.46,480,4590,8
510128,634,3906,4.72,268,5673,1
510127,634,3906,2.80,173,6183,1
510126,633,3894,100.00,1,1,0
510123,633,3894,18.51,989,5344,6
510123,633,3894,18.51,989,5344,6
510122,633,3894,11.04,411,3724,5
510121,633,3894,17.38,400,2301,3
510119,633,3894,10.40,588,5652,3
510118,632,3892,2.52,162,6418,2
510117,632,3892,1.46,94,6433,0
510116,632,3892,17.75,575,3240,5
510115,632,3892,0.86,56,6546,0
510114,631,3888,14.56,578,3970,7
510113,631,3888,9.44,566,5994,2
510112,630,3886,0.52,35,6682,1
510110,630,3886,16.36,944,5771,2
510110,630,3886,16.36,944,5771,2
510109,630,3886,14.15,781,5518,3
510108,630,3886,14.79,806,5450,1
510105,629,3884,23.68,1156,4882,6
510103,629,3884,9.96,660,6628,0
510102,629,3884,25.12,1443,5744,5
510101,629,3884,16.91,872,5157,11
510100,629,3882,3.40,213,6258,1
510099,629,3882,6.13,353,5755,2
510098,629,3882,100.00,1,1,0
510096,629,3880,9.15,509,5560,3
510096,629,3880,9.15,509,5560,3
510095,629,3880,0.05,3,6621,0
510093,627,3862,15.99,337,2107,4
510092,627,3862,14.30,696,4867,2
510091,627,3862,10.26,513,4998,13
510090,627,3860,74.46,6604,8869,1
510089,627,3860,42.59,2981,6999,2
510088,627,3860,9.43,551,5845,4
510086,627,3860,43.43,86,198,2
510086,627,3860,43.43,86,198,2
510084,627,3860,15.50,796,5137,9
510083,627,3860,9.47,517,5461,3
510081,627,3854,14.43,750,5196,9
510079,627,3854,10.05,556,5531,0
510074,627,3854,18.31,850,4643,2
510074,627,3854,18.31,850,4643,2
510071,627,3854,12.20,402,3296,2
510066,627,3852,13.37,337,2520,10
510064,627,3852,9.43,505,5353,8
510061,625,3846,15.93,481,3019,5
510060,625,3846,4.40,257,5842,1
510056,625,3844,5.21,309,5935,4
510054,625,3840,14.32,766,5349,3
510051,625,3838,20.35,1275,6265,7
510050,625,3838,3.28,213,6491,4
510049,625,3838,4.73,296,6263,2
510046,625,3838,11.87,803,6764,1
510045,625,3834,10.12,619,6115,5
510044,625,3834,9.62,587,6104,7
510043,625,3834,18.67,1175,6293,5
510041,625,3834,7.68,473,6160,12
510037,625,3834,2.30,83,3605,0
510030,625,3822,6.12,257,4196,14
510027,624,3820,1.71,109,6357,7
510026,624,3820,8.29,485,5852,11
510022,624,3820,8.15,514,6303,13
510021,624,3818,0.00,0,6134,1
510020,624,3818,6.28,371,5908,4
510018,624,3818,0.91,58,6371,0
510014,624,3818,1.73,110,6358,3
510012,624,3816,0.86,50,5834,5
510011,622,3810,0.66,43,6486,2
510005,622,3808,9.14,577,6316,6
510004,622,3808,15.73,157,998,5
510003,622,3808,0.65,36,5553,2
510002,622,3808,0.18,8,4347,0
510000,622,3808,3.42,217,6336,4
510000,622,3808,3.42,217,6336,4
509997,622,3808,7.84,397,5067,8
509996,622,3808,1.10,44,4008,0
509995,622,3806,11.16,721,6461,0
509994,622,3806,0.54,35,6483,2
509993,622,3806,15.07,149,989,5
509992,622,3806,5.20,319,6134,1
509990,622,3806,25.95,1551,5978,0
509988,622,3806,18.39,1041,5660,9
509988,622,3806,18.39,1041,5660,9
509987,622,3806,0.00,0,5638,0
509986,622,3806,11.86,7,59,0
509983,621,3804,1.05,68,6463,0
509982,619,3796,0.67,43,6465,1
509981,619,3796,5.66,338,5969,2
509980,619,3796,20.02,768,3836,4
509979,619,3796,0.06,4,6626,0
509977,617,3792,30.17,1553,5147,6
509977,617,3792,30.17,1553,5147,6
509976,612,3782,13.48,692,5132,6
509975,612,3782,17.53,906,5167,1
509974,612,3778,11.14,579,5197,2
509973,612,3778,13.03,650,4988,3
509972,612,3778,13.05,758,5807,0
509971,612,3778,13.78,726,5268,8
509970,612,3778,10.69,575,5377,4
509969,612,3778,21.01,1094,5208,0
509967,612,3778,29.27,1594,5445,8
509967,612,3778,29.27,1594,5445,8
509965,612,3778,11.66,603,5170,11
509963,612,3774,13.41,752,5607,4
509962,612,3770,7.85,406,5174,4
509961,612,3770,0.34,22,6489,1
509959,612,3756,18.50,998,5394,3
509959,612,3756,18.50,998,5394,3
509957,612,3756,11.17,564,5050,5
509956,612,3756,26.23,1335,5089,10
509954,612,3754,10.00,480,4802,21
509953,612,3744,11.24,327,2910,9
509951,612,3742,8.48,511,6027,6
509950,610,3722,8.14,509,6254,5
509949,610,3722,14.21,745,5243,12
509947,610,3722,4.13,228,5525,13
509946,610,3722,2.75,173,6290,3
509945,608,3716,0.96,62,6478,0
509944,608,3716,8.17,506,6192,10
509942,608,3716,12.79,656,5131,4
509939,607,3714,4.53,282,6224,12
509938,605,3710,7.87,436,5538,10
509934,604,3708,8.19,329,4018,4
509933,603,3706,32.47,2101,6471,9
509932,603,3706,2.45,158,6458,3
509929,603,3704,0.64,41,6376,2
509928,603,3704,4.91,281,5727,7
509926,603,3704,46.05,2842,6172,10
509925,603,3704,12.72,742,5835,4
509923,603,3704,10.68,534,5002,4
509923,603,3704,10.68,534,5002,4
509920,603,3704,6.41,387,6033,4
509919,603,3698,0.83,54,6486,1
509918,603,3686,2.46,158,6419,3
509917,603,3686,4.75,298,6273,5
509915,603,3686,13.32,687,5156,18
509914,603,3686,25.75,1334,5180,11
509913,603,3684,3.19,175,5478,2
509912,603,3684,1.60,88,5508,1
509911,603,3684,2.74,150,5471,5
509910,603,3684,1.64,90,5497,2
509906,603,3684,6.48,366,5651,15
509905,603,3684,19.18,1042,5433,5
509902,603,3682,14.10,97,688,0
509900,603,3682,11.67,349,2990,5
509898,602,3680,3.89,150,3854,7
509896,601,3674,20.90,961,4598,1
509895,601,3664,2.42,152,6270,5
509893,601,3664,0.26,12,4537,3
509892,601,3664,0.93,56,6046,4
509891,601,3664,6.55,374,5713,17
509889,601,3664,3.01,149,4950,2
509888,601,3664,1.26,80,6364,4
509886,601,3664,1.55,103,6636,3
509884,598,3658,3.00,142,4741,6
509882,598,3658,0.47,16,3410,1
509880,598,3658,8.20,384,4681,13
509878,598,3658,3.27,213,6510,4
509877,598,3652,16.78,263,1567,11
509875,598,3652,3.78,209,5535,12
509874,598,3652,5.22,204,3905,8
509871,598,3652,1.64,96,5854,7
509870,598,3650,3.81,237,6227,14
509869,598,3650,3.36,196,5830,13
509867,598,3650,0.31,21,6669,1
509865,598,3650,2.54,147,5790,10
509865,598,3650,2.54,147,5790,10
509864,598,3648,2.32,109,4702,9
509861,598,3648,0.85,37,4353,1
509860,598,3648,0.23,15,6625,3
509858,598,3648,1.58,98,6206,5
509857,598,3648,0.56,19,3418,0
509855,598,3648,1.61,97,6021,2
509855,598,3648,1.61,97,6021,2
509854,598,3648,10.67,548,5138,3
509850,596,3640,0.73,48,6555,1
509849,596,3640,8.90,436,4899,6
509848,596,3640,1.14,70,6155,3
509847,595,3638,2.87,174,6072,4
509846,595,3638,9.30,535,5751,12
509845,595,3638,19.72,223,1131,1
509843,595,3636,4.04,253,6261,1
509842,595,3636,10.12,578,5709,9
509839,595,3636,1.86,113,6067,1
509838,595,3636,2.18,135,6186,0
509837,595,3632,10.49,344,3278,5
509836,595,3632,7.05,400,5675,6
509835,595,3624,5.14,255,4957,7
509834,595,3622,8.85,489,5526,6
509833,595,3622,60.12,4679,7783,5
509831,595,3622,57.78,3919,6783,6
509830,593,3616,8.41,291,3462,5
509829,593,3616,13.34,425,3187,5
509828,593,3612,29.63,1725,5821,1
509827,592,3606,0.00,0,1,0
509824,592,3606,4.20,253,6024,1
509823,592,3602,13.93,416,2987,2
509822,592,3602,10.37,530,5111,3
509821,592,3602,4.45,264,5927,2
509820,592,3602,10.99,667,6067,3
509819,592,3602,11.90,370,3110,1
509818,592,3602,6.33,389,6149,6
509817,592,3598,0.00,0,3414,0
509815,592,3598,0.56,30,5356,0
509815,592,3598,0.56,30,5356,0
509814,592,3598,2.99,182,6087,0
509813,592,3598,3.07,191,6218,1
509812,591,3594,11.53,563,4885,6
509811,591,3594,1.20,41,3410,0
509810,591,3594,2.23,99,4437,1
509809,591,3594,1.79,111,6203,0
509808,591,3594,12.45,752,6042,3
509807,591,3588,2.13,131,6145,2
509802,591,3588,4.83,294,6092,2
509802,591,3588,4.83,294,6092,2
509802,590,3578,4.83,294,6092,2
509802,590,3578,4.83,294,6092,2
509802,590,3578,4.83,294,6092,2
509801,590,3576,16.73,871,5206,8
509800,589,3576,4.71,280,5951,4
509798,589,3572,7.33,442,6027,1
509797,589,3572,7.19,155,2155,6
509796,589,3572,8.74,498,5696,7
509795,589,3572,2.69,161,5994,4
509794,589,3572,8.63,499,5783,3
509790,589,3560,1.70,110,6488,0
509788,588,3548,4.85,291,5996,8
509788,588,3548,4.85,291,5996,8
509787,588,3548,7.20,409,5678,12
509786,587,3542,9.92,525,5292,11
509785,587,3542,10.94,569,5203,2
509784,587,3542,11.66,604,5179,12
509783,587,3542,12.02,630,5243,19
509782,586,3542,10.40,546,5248,8
509781,585,3532,6.38,342,5358,13
509779,585,3532,13.47,816,6057,2
509778,585,3532,12.94,621,4798,2
509777,585,3532,12.00,594,4948,14
509776,585,3532,3.98,203,5102,2
509775,584,3530,3.36,172,5123,6
509774,584,3530,7.09,207,2920,8
509772,584,3530,1.20,75,6248,1
509771,584,3526,10.17,637,6264,5
509770,584,3526,4.00,233,5824,7
509769,584,3526,4.11,211,5132,6
509768,584,3526,3.37,198,5873,2
509767,584,3526,5.52,340,6163,10
509766,584,3526,12.36,651,5266,2
509764,584,3524,9.51,493,5183,8
509762,584,3524,15.89,197,1240,4
509760,584,3524,14.70,867,5898,3
509759,584,3524,6.46,348,5388,10
509758,584,3524,1.68,93,5534,3
509757,584,3524,1.30,71,5465,1
509756,584,3524,2.38,130,5453,2
509755,584,3524,2.39,131,5488,3
509754,584,3524,6.30,347,5506,2
509753,584,3524,1.99,109,5484,2
509752,584,3524,1.38,76,5507,4
509750,584,3524,10.10,552,5463,11
509746,584,3524,6.92,59,853,10
509742,583,3522,9.10,147,1615,6
509741,583,3522,2.08,128,6150,7
509740,582,3522,4.23,137,3239,2
509739,582,3520,5.16,329,6372,0
509738,582,3520,1.59,100,6281,7
509737,582,3520,2.65,163,6151,9
509736,582,3520,2.64,159,6030,8
509735,582,3520,3.94,240,6088,6
509733,582,3520,0.36,16,4418,1
509733,582,3520,0.36,16,4418,1
509732,582,3520,6.01,264,4393,4
509731,582,3520,1.26,80,6332,2
509730,582,3520,7.35,340,4628,1
509729,582,3520,3.21,198,6159,5
509728,582,3520,3.36,141,4201,5
509727,582,3520,1.15,72,6276,1
509726,582,3520,1.73,108,6246,4
509720,582,3520,1.45,88,6080,2
509718,582,3520,2.15,122,5687,4
509717,582,3520,4.76,284,5971,3
509716,582,3520,0.60,39,6528,2
509714,582,3520,1.03,36,3498,3
509713,582,3518,1.93,83,4304,0
509712,582,3518,4.68,305,6520,0
509710,582,3518,1.78,71,3984,4
509709,582,3514,4.79,310,6468,4
509707,582,3514,3.62,217,5988,4
509706,582,3512,1.81,115,6339,0
509705,582,3512,0.20,13,6518,2
509702,582,3512,8.05,408,5067,11
509701,582,3510,3.17,29,916,1
509697,582,3510,9.62,602,6255,6
509696,581,3508,10.05,409,4069,7
509695,581,3508,1.12,72,6410,3
509694,581,3498,8.20,495,6038,2
509691,581,3496,5.98,327,5472,3
509690,580,3490,2.15,116,5407,4
509689,580,3490,7.40,398,5376,17
509688,580,3490,0.34,22,6441,1
509685,579,3486,2.26,144,6383,2
509684,579,3486,12.07,288,2387,6
509682,579,3480,6.35,208,3274,5
509681,579,3480,0.40,26,6464,0
509680,579,3478,11.78,711,6034,7
509679,579,3478,4.73,281,5942,4
509678,579,3476,2.84,179,6305,6
509676,579,3474,35.65,1480,4152,2
509674,579,3474,7.16,415,5793,7
509673,578,4001,12.00,630,5249,6
509672,578,4000,5.33,317,5948,7
509670,592,4081,3.17,201,6347,1
509670,592,4081,3.17,201,6347,1
509669,592,4081,3.17,201,6347,1
509669,592,4079,5.10,293,5746,4
509667,592,4079,14.65,786,5364,5
509666,592,4079,12.81,673,5253,4
509665,592,4079,1.72,113,6555,0
509663,590,4073,11.11,341,3068,3
509661,590,4073,16.96,859,5064,7
509659,590,4071,7.21,412,5712,3
509659,590,4071,7.21,412,5712,3
509659,590,4071,7.21,412,5712,3
509657,590,4069,0.95,59,6236,1
509657,590,4069,0.95,59,6236,1
509654,589,4067,9.05,493,5449,2
509653,589,4067,4.74,312,6589,2
509650,589,4067,17.80,879,4939,7
509647,604,4224,5.62,219,3895,3
509645,604,4220,7.97,413,5185,8
509643,604,4218,9.10,574,6311,11
509641,604,4218,9.01,519,5760,12
509640,604,4218,0.21,14,6548,0
509637,604,4216,6.72,372,5538,3
509637,604,4216,6.72,372,5538,3
509635,604,4216,16.64,916,5506,1
509634,603,4214,2.27,88,3872,2
509634,603,4214,2.27,88,3872,2
509630,603,4214,9.31,551,5921,9
509626,602,4208,4.39,269,6121,4
509624,602,4208,18.84,107,568,2
509620,602,4208,22.41,917,4092,3
509617,601,4194,2.36,144,6093,2
509612,601,4194,28.14,130,462,0
509612,601,4192,28.14,130,462,0
509605,600,4190,18.81,136,723,4
509603,600,4182,20.98,1211,5773,9
509602,600,4182,3.57,225,6300,7
509599,600,4182,6.08,358,5888,11
509595,600,4178,6.88,296,4300,12
509595,600,4178,6.88,296,4300,12
509595,600,4178,6.88,296,4300,12
509591,600,4176,10.37,577,5564,13
509590,599,4174,1.52,62,4073,1
509587,599,4172,3.19,209,6560,1
509585,599,4172,7.40,408,5511,0
509582,599,4170,3.96,223,5638,5
509581,599,4170,2.53,118,4673,1
509577,599,4168,2.26,145,6411,0
509573,598,4160,7.80,462,5923,1
509571,598,4160,3.07,202,6579,1
509571,598,4160,3.07,202,6579,1
509569,598,4156,9.85,523,5312,15
509567,598,4156,4.74,290,6115,1
509567,598,4156,4.74,290,6115,1
509564,598,4156,11.19,104,929,8
509563,598,4152,11.19,104,929,8
509562,598,4152,2.96,25,844,0
509554,598,4150,1.11,52,4666,1
509554,598,4150,1.11,52,4666,1
509554,598,4150,1.11,52,4666,1
509553,598,4148,4.59,278,6061,6
509550,597,4142,0.75,28,3741,1
509547,597,4142,0.34,14,4085,1
509541,596,4134,1.46,73,4988,3
509539,594,4134,1.19,77,6448,3
509536,593,4128,6.23,270,4331,3
509533,593,4128,10.05,536,5332,11
509532,591,4112,1.11,72,6462,0
509530,591,4112,11.19,48,429,2
509527,591,4112,17.82,904,5073,7
509525,591,4110,3.27,200,6108,2
509525,591,4110,3.27,200,6108,2
509525,591,4110,3.27,200,6108,2
509523,590,4104,1.27,80,6312,1
509519,590,4104,6.09,344,5649,10
509516,590,4102,4.17,245,5876,2
509513,590,4102,13.60,259,1904,3
509510,590,4100,3.68,221,6008,2
509507,588,4096,4.91,295,6004,4
509504,588,4094,12.38,687,5548,5
509503,588,4094,7.09,395,5569,4
509500,588,4080,0.54,31,5793,0
509498,588,4078,11.52,572,4966,4
509497,588,4078,8.55,483,5647,3
509495,588,4078,23.64,1260,5330,5
509494,588,4078,15.69,814,5189,7
509493,588,4078,5.84,322,5510,3
509493,588,4078,5.84,322,5510,3
509491,588,4076,4.62,279,6042,5
509487,586,4072,12.23,647,5289,3
509485,586,4070,7.43,399,5368,5
509484,586,4070,12.01,111,924,1
509482,586,4070,8.53,466,5462,6
509480,586,4070,14.58,779,5342,7
509479,585,4066,0.02,1,5951,0
509476,583,4062,3.66,216,5906,2
509474,582,4060,10.15,571,5624,3
509469,582,4058,4.74,293,6185,1
509468,582,4058,12.57,756,6016,8
509461,581,4054,9.73,588,6046,7
509459,581,4052,15.78,835,5290,9
509458,581,4052,14.13,554,3920,6
509455,581,4050,8.30,546,6580,2
509452,581,4050,9.78,31,317,2
509450,579,4044,0.40,26,6515,0
509444,579,4042,3.40,216,6347,3
509444,579,4042,3.40,216,6347,3
509440,579,4042,13.22,764,5781,10
509437,579,4042,4.87,265,5438,1
509434,579,4042,43.34,2441,5632,2
509433,579,4042,6.38,296,4643,9
509433,579,4042,6.38,296,4643,9
509433,579,4042,6.38,296,4643,9
509433,579,4042,6.38,296,4643,9
509433,579,4042,6.38,296,4643,9
509429,579,4040,8.21,477,5812,11
509427,579,4040,13.61,764,5615,3
509423,579,4038,7.98,474,5943,14
509423,579,4038,7.98,474,5943,14
509423,579,4038,7.98,474,5943,14
509420,579,4038,4.12,154,3737,3
509418,579,4038,2.25,83,3685,3
509415,579,4038,4.79,309,6456,1
509413,579,4038,8.85,86,972,7
509408,579,4038,4.46,252,5653,10
509407,579,4038,0.80,28,3509,2
509404,579,4038,4.12,179,4347,8
509403,579,4038,4.93,184,3734,10
509401,579,4038,17.46,910,5213,10
509395,579,4036,4.21,172,4086,7
509394,579,4034,4.21,172,4086,7
509392,579,4034,1.27,75,5924,2
509390,579,4034,20.06,874,4357,4
509384,578,4026,80.79,6803,8421,14
509382,577,4020,0.02,1,4391,0
509378,577,4020,21.08,1058,5019,19
509371,576,4016,5.00,249,4982,1
509369,575,4014,7.38,155,2101,6
509368,575,4014,7.66,370,4832,6
509367,575,4010,5.89,279,4734,6
509365,575,4010,2.78,109,3917,2
509360,575,4010,83.48,8166,9782,0
509353,575,4006,1.09,70,6435,0
509347,573,3998,6.68,299,4473,1
509347,571,3998,6.68,299,4473,1
509344,570,3992,6.27,371,5916,5
509343,570,3992,5.98,350,5857,7
509340,570,3990,15.06,838,5563,2
509340,570,3988,15.06,838,5563,2
509338,570,3988,3.53,220,6235,1
509338,570,3988,3.53,220,6235,1
509336,570,3988,21.50,1190,5534,17
509334,570,3988,11.96,664,5552,1
509330,570,3988,0.42,27,6473,1
509330,569,3986,0.42,27,6473,1
509327,569,3986,15.78,833,5278,7
509325,567,3976,13.95,765,5483,7
509324,566,3974,13.95,765,5483,7
509321,563,3968,13.04,657,5039,8
509318,563,3968,18.65,1007,5400,9
509314,561,3962,2.06,131,6364,1
509314,561,3962,2.06,131,6364,1
509312,561,3962,16.05,951,5927,8
509311,561,3962,38.58,2799,7255,7
509300,560,3948,26.10,1519,5820,13
509300,560,3948,26.10,1519,5820,13
509299,560,3948,14.05,705,5017,25
509297,560,3948,1.42,91,6390,4
509293,560,3948,11.81,612,5180,8
509291,560,3948,1.89,120,6333,1
509288,560,3948,5.55,329,5924,11
509287,559,3946,2.44,152,6223,3
509282,559,3944,25.45,1406,5524,18
509280,559,3944,72.33,5943,8217,2
509278,558,3942,0.00,0,1,0
509276,558,3942,5.00,265,5297,7
509273,558,3942,15.59,810,5196,9
509273,558,3942,15.59,810,5196,9
509271,557,3938,2.88,187,6493,6
509271,557,3938,2.88,187,6493,6
509271,557,3938,2.88,187,6493,6
509271,557,3936,2.88,187,6493,6
509263,557,3932,29.83,1902,6377,10
509263,557,3932,29.83,1902,6377,10
509260,557,3932,8.28,474,5724,14
509260,557,3932,8.28,474,5724,14
509260,557,3932,8.28,474,5724,14
509255,556,3930,1.09,68,6265,7
509250,555,3920,4.19,242,5772,4
509249,555,3920,4.19,242,5772,4
509247,555,3920,13.43,734,5466,6
509247,555,3920,13.43,734,5466,6
509246,555,3920,14.81,826,5579,7
509244,555,3920,1.26,82,6494,2
509244,555,3920,1.26,82,6494,2
509244,555,3920,1.26,82,6494,2
509244,555,3920,1.26,82,6494,2
509239,555,3920,7.78,454,5834,4
509237,555,3918,3.91,248,6341,2
509237,555,3918,3.91,248,6341,2
509228,554,3910,3.38,203,5999,4
509223,553,3906,16.71,68,407,1
509219,553,3906,5.42,327,6028,2
509219,553,3906,5.42,327,6028,2
509217,553,3906,2.97,187,6289,2
509214,553,3906,6.21,364,5860,0
509212,553,3904,4.17,262,6278,2
509209,552,3888,1.87,103,5499,0
509203,552,3888,8.90,492,5526,6
509198,551,3878,2.02,128,6341,1
509194,551,3876,1.62,100,6164,0
509192,551,3876,6.64,405,6100,2
509189,551,3876,8.95,539,6022,3
509186,550,3870,7.06,399,5654,4
509185,550,3870,4.85,294,6059,4
509183,550,3870,9.31,528,5669,10
509180,549,3866,0.52,34,6566,0
509176,547,3862,12.03,635,5279,7
509176,547,3862,12.03,635,5279,7
509175,547,3862,3.82,238,6238,0
509173,547,3862,8.75,492,5620,6
509173,547,3862,8.75,492,5620,6
509171,546,3860,7.81,448,5736,6
509161,544,3826,13.77,733,5323,10
509158,542,3820,1.62,105,6470,1
509151,542,3820,52.86,240,454,2
509151,542,3820,52.86,240,454,2
509149,542,3820,0.27,18,6707,0
509146,542,3820,2.07,135,6535,4
509146,542,3820,2.07,135,6535,4
509143,542,3820,2.63,166,6317,4
509143,542,3820,2.63,166,6317,4
509143,542,3820,2.63,166,6317,4
509141,542,3820,2.12,134,6314,4
509135,542,3816,0.14,9,6601,0
509133,542,3814,0.26,17,6557,0
509130,542,3814,37.06,2470,6665,17
509128,542,3814,2.35,84,3575,1
509125,542,3808,20.70,1321,6383,9
509121,542,3808,4.37,272,6227,5
509121,542,3808,4.37,272,6227,5
509119,542,3804,1.42,93,6543,0
509115,542,3798,25.72,1681,6537,15
509112,542,3798,17.67,1114,6306,3
509107,562,4058,6.16,347,5629,15
509106,562,4058,1.31,84,6402,3
509104,562,4058,2.17,136,6269,6
509100,562,4058,4.12,201,4873,3
509092,562,4058,0.02,1,6236,0
509091,562,4058,3.92,170,4338,6
509086,562,4058,0.82,53,6493,2
509084,562,4058,4.31,277,6431,3
509082,562,4056,1.35,53,3926,3
509082,562,4056,1.35,53,3926,3
509079,562,4056,9.25,570,6162,2
509076,562,4056,1.77,113,6379,5
509073,558,4048,1.06,59,5567,6
509073,558,4048,1.06,59,5567,6
509071,558,4048,15.39,801,5204,18
509065,558,4040,4.01,238,5937,6
509065,558,4040,4.01,238,5937,6
509065,558,4040,4.01,238,5937,6
509065,558,4040,4.01,238,5937,6
509064,558,4040,4.01,238,5937,6
509062,558,4040,1.31,81,6170,3
509062,558,4040,3.23,126,3900,2
509058,557,4038,2.07,133,6421,2
509054,557,4038,4.73,287,6073,4
509052,556,4036,1.42,91,6417,1
509050,556,4036,2.67,116,4337,1
509045,555,4032,1.80,115,6404,0
509044,555,4032,1.80,115,6404,0
509041,554,4030,3.03,191,6308,1
509039,553,4028,0.60,39,6475,0
509039,553,4028,0.60,39,6475,0
509036,553,4028,15.45,849,5494,2
509034,549,4004,13.34,687,5150,5
509034,549,4004,13.34,687,5150,5
509033,548,4000,22.22,68,306,0
509030,548,4000,5.06,275,5434,2
509025,547,3998,15.78,772,4893,6
509025,547,3998,15.78,772,4893,6
509025,547,3998,15.78,772,4893,6
509024,547,3998,8.93,479,5366,7
509024,547,3998,8.93,479,5366,7
509023,547,3998,4.19,254,6056,3
509018,547,3998,6.64,386,5810,6
509016,546,3996,8.69,520,5983,7
509013,539,3996,0.56,37,6584,0
509010,539,3980,6.09,361,5924,7
509009,539,3980,2.65,172,6486,3
509002,539,3980,10.91,500,4584,8
508996,539,3978,19.51,678,3475,9
508993,539,3976,9.96,615,6176,9
508988,539,3976,14.63,609,4162,2
508985,539,3976,0.25,9,3582,0
508977,539,3976,2.57,163,6338,5
508968,539,3976,1.22,80,6564,0
508957,538,3972,2.48,159,6401,1
508946,537,3958,12.63,678,5367,3
508946,537,3958,12.63,678,5367,3
508937,536,3956,2.26,136,6027,22
508937,536,3956,2.26,136,6027,22
508937,536,3956,2.26,136,6027,22
508934,535,3954,0.84,55,6573,1
508924,535,3954,26.13,1470,5626,0
508922,535,3954,16.18,1046,6465,7
508920,535,3954,2.39,157,6582,6
508917,535,3954,17.09,878,5137,5
508915,535,3954,21.00,1338,6372,0
508910,534,3948,10.90,713,6542,5
508907,532,3948,0.20,7,3583,0
