source,destination,short_channel_id,flags,active,public,last_update,base_fee_millisatoshi,fee_per_millionth,delay
03b7d8b6bbaf02239277ed32378d50d29840292b61d516d30057b74044992c93dd,020d3d5995a973c878e3f6e5f59da54078304c537f981d7dcef73367ecbea0e90e,509070:571:0,1,false,true,1518717986,1000,10,14
0330c464cb2be97cd4ca5057b192a2be3c775a5f0356aced805769cb8790b879c0,02ad411014bb942951d30cef65c6e99aa66f05fd383d25748f78782f07f32f8fb2,514269:320:1,1,false,false,,,,
0330c464cb2be97cd4ca5057b192a2be3c775a5f0356aced805769cb8790b879c0,0207481a19a3f51a48f134e95afa67cfeffdb38a99b5ad3494a320c4918aaaf579,514306:1709:0,1,true,true,1521500944,1000,1,144
0330c464cb2be97cd4ca5057b192a2be3c775a5f0356aced805769cb8790b879c0,027ccec61f4bf1fafb5156931da6527dc104ec3613dd4f4050161d89dd76ab494c,514307:84:1,1,true,true,1521500548,1000,1,144
03b3b683a829e3ba10c68b9952fc348460f991735859b93deac3acc2dbcbe412fe,02f6725f9c1c40333b67faea92fd211c183050f28df32cac3f9d69685fe9665432,512239:1154:1,1,true,true,1520972998,1000,10,14
03b3b683a829e3ba10c68b9952fc348460f991735859b93deac3acc2dbcbe412fe,0371190acfb2e92bd1faa6ce4d12ff248798515a92ac903ac14d31b5172d9b2917,512256:1573:0,1,true,true,1520972997,1000,10,14
032a16a13ffc9cb7c2e06d99d3c0d57cb140426d1ce80084afd2bef6078fd5c72a,03b7ca940bc33b882dc1f1bee353a6cf205b1a7472d8ae24d45370a8f510c27d23,505627:2473:1,0,true,true,1516715958,546000,10,14
03e3d670d86f33181ee7451f14998b376a0d5deba8ab064b4ebe5ad5706f7b112b,03cbf298b068300be33f06c947b9d3f00a0f0e8089da3233f5db37e81d3a596fe1,506922:1065:0,1,true,true,1518512789,1000,10,14
03e3d670d86f33181ee7451f14998b376a0d5deba8ab064b4ebe5ad5706f7b112b,0387e3780a4325eb38421fb83000a6f6c0ffa4a69ea0c81db3f00e8e5015c9e8a1,506621:1114:0,1,true,true,1518489121,1000,10,14
03e3d670d86f33181ee7451f14998b376a0d5deba8ab064b4ebe5ad5706f7b112b,0347ffcb271ef54fa6103fc6392370ce398d1bc98460829f7046cf64026253a68e,508865:158:0,1,true,true,1518608369,1000,10,14
03e3d670d86f33181ee7451f14998b376a0d5deba8ab064b4ebe5ad5706f7b112b,034a5fdb2df3ce1bfd2c2aca205ce9cfeef1a5f4af21b0b5e81c453080c30d7683,508324:708:0,1,true,true,1518160856,1000,10,14
03e3d670d86f33181ee7451f14998b376a0d5deba8ab064b4ebe5ad5706f7b112b,036487e0bd981617c674c2856fc0050472a0182838e0a4a1a67545c6cdee9f49a0,508342:756:0,1,true,true,1518191333,1000,10,14
023daf469bbf2d5769d7673b66a841bd6d46452a4e20be548c6b11da730e5db575,027ab5595ed7edf91754c42ef8d0d572bac35e80ef2c26f3f6080d9033ce685821,506097:1159:1,0,true,true,1519919156,100,10,14
023daf469bbf2d5769d7673b66a841bd6d46452a4e20be548c6b11da730e5db575,03bd9d0475188ef42f4a0beb8cba4031a9bf44ae274b82f2652a330bab2f69c9d2,505895:1975:0,0,true,true,1516924218,100,10,14
023daf469bbf2d5769d7673b66a841bd6d46452a4e20be548c6b11da730e5db575,034a5fdb2df3ce1bfd2c2aca205ce9cfeef1a5f4af21b0b5e81c453080c30d7683,508306:1202:0,0,true,true,1518482379,100,10,14
0267db6fbe76e1fbae50e27529a330837e9e1f4b9e4c7bbfefd7d6a1b3ffe2b245,03cbf298b068300be33f06c947b9d3f00a0f0e8089da3233f5db37e81d3a596fe1,509368:1544:0,0,true,true,1519069344,1000,10,14
026b4f8931fcf87033d0f601ad7e4baa8e93ee74acf313292fd397fd6c27524162,0357712cde38c9e82044ce5070473585e35dcb6069014a7e31a28968f5d839bab4,513474:667:1,0,true,true,1521476144,1000,10,14
026b4f8931fcf87033d0f601ad7e4baa8e93ee74acf313292fd397fd6c27524162,03cb9bec8ac2d1f1e51422977139468e17cbc61109afc5c476897e9346bc5d3eac,513840:2393:1,0,false,true,1521398246,1000,10,14
026b4f8931fcf87033d0f601ad7e4baa8e93ee74acf313292fd397fd6c27524162,02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b,514065:418:0,0,true,true,1521476162,1000,10,14
03efeea8961f376931a390ed9ae62be116abc1a8abaad6d1998efcc11d63e86526,02dcdd7e18b80dc7fd51af34e871901c13f574e4b82325dc74c0beeada5771e8e9,511257:687:0,1,true,true,1520168440,1000,10,14
03efeea8961f376931a390ed9ae62be116abc1a8abaad6d1998efcc11d63e86526,03cbf298b068300be33f06c947b9d3f00a0f0e8089da3233f5db37e81d3a596fe1,511260:479:0,1,true,true,1520783528,1000,10,14
03efeea8961f376931a390ed9ae62be116abc1a8abaad6d1998efcc11d63e86526,020d3d5995a973c878e3f6e5f59da54078304c537f981d7dcef73367ecbea0e90e,511260:480:0,1,true,true,1520470823,1000,10,14
03efeea8961f376931a390ed9ae62be116abc1a8abaad6d1998efcc11d63e86526,024b82d69859d63f9fce375041a34e61f4bfd445494b41d873ae7505322323d384,511262:781:0,1,false,true,1520335387,1000,10,14
03efeea8961f376931a390ed9ae62be116abc1a8abaad6d1998efcc11d63e86526,031c527494f295220d26a1814c18e7db3f4f03203ce1a53a0b74b52ed570a3972a,511318:2063:0,1,true,true,1520179601,1000,10,14
03efeea8961f376931a390ed9ae62be116abc1a8abaad6d1998efcc11d63e86526,0250373555232cec757ea141273e75381c84cc3ab22f1e3a3ca5a2dc55b1904c24,511318:2065:0,1,false,true,1519956468,1000,10,14
03efeea8961f376931a390ed9ae62be116abc1a8abaad6d1998efcc11d63e86526,027e9923151c58a7dfed9c2cd521587dbd0f0928f548b7853dde7475c21ad3a786,511507:883:0,1,true,true,1520773223,1000,10,14
03efeea8961f376931a390ed9ae62be116abc1a8abaad6d1998efcc11d63e86526,024bd94f0425590434538fd21d4e58982f7e9cfd8f339205a73deb9c0e0341f5bd,511851:440:0,1,true,true,1520773223,1000,10,14
03d1a9a478ab3f73492bdc9b7a6078691bd85fc46dfa3924632a3ed120f2a8f0fb,02f6725f9c1c40333b67faea92fd211c183050f28df32cac3f9d69685fe9665432,510270:1733:1,1,true,true,1519236537,1000,10,14
0207197d1028b8a7edfee28f4e2dc47905333b2c4f9ed40bcd2c7481abe8fb049a,02c0ac82c33971de096d87ce5ed9b022c2de678f08002dc37fdb1b6886d12234b5,506078:1726:0,0,true,true,1520403409,1000,10,14
0207197d1028b8a7edfee28f4e2dc47905333b2c4f9ed40bcd2c7481abe8fb049a,035f1498c929d4cefba4701ae36a554691f526ff60b1766badd5a49b3c8b68e1d8,506086:311:0,0,true,true,1520176990,1000,10,14
0207197d1028b8a7edfee28f4e2dc47905333b2c4f9ed40bcd2c7481abe8fb049a,02f6725f9c1c40333b67faea92fd211c183050f28df32cac3f9d69685fe9665432,506092:1912:1,0,true,true,1520426312,1000,10,14
0207197d1028b8a7edfee28f4e2dc47905333b2c4f9ed40bcd2c7481abe8fb049a,0235447c7485ff2b945bac5fbc366d54a87389bab8cacf1b64b26ec01e96bd165a,506066:1721:1,0,true,true,1520492455,1000,10,14
0207197d1028b8a7edfee28f4e2dc47905333b2c4f9ed40bcd2c7481abe8fb049a,0358904498ccedeb79540808be26ae92725b6f4736750d92cab605f078a58934ce,506506:2005:0,0,true,true,1520478915,1000,10,14
0207197d1028b8a7edfee28f4e2dc47905333b2c4f9ed40bcd2c7481abe8fb049a,02d744fb31bc5c76b3a812ea8172684ca88c180cd6c62ba96c790a82370a5c80b3,506659:1727:0,0,true,true,1520478915,1000,10,14
0207197d1028b8a7edfee28f4e2dc47905333b2c4f9ed40bcd2c7481abe8fb049a,0304b2ba507036bc2d128f287a3f13c97d12d4e7ab076d889efd5120257efb0cf7,506631:675:0,0,true,true,1520478915,1000,10,14
0207197d1028b8a7edfee28f4e2dc47905333b2c4f9ed40bcd2c7481abe8fb049a,024bd94f0425590434538fd21d4e58982f7e9cfd8f339205a73deb9c0e0341f5bd,512000:1121:0,0,true,true,1520496984,1000,10,14
0207197d1028b8a7edfee28f4e2dc47905333b2c4f9ed40bcd2c7481abe8fb049a,021f2cbffc4045ca2d70678ecf8ed75e488290874c9da38074f6d378248337062b,512532:1417:0,0,true,true,1520490690,1000,10,14
039a2750f0eb38f24e98164cc88f03c0ec00dc4e22fdb06aa1a3e959a5d5dd6755,02eccebd9ed98f6d267080a58194dbe554a2b33d976eb95bb7c116d00fd64c4a13,504992:1754:0,1,true,true,1517050143,1000,10,14
0235447c7485ff2b945bac5fbc366d54a87389bab8cacf1b64b26ec01e96bd165a,023c5f2b69161742cc49da5be6cb7c940465fc608ff216bafc7573eb31121b22d2,505922:1396:0,0,true,true,1517826081,1000,10,14
0235447c7485ff2b945bac5fbc366d54a87389bab8cacf1b64b26ec01e96bd165a,02844b6ce10197a478834444fa13ef594a4ff44636ddc89a8511f42202f861e2e7,505922:1404:0,0,true,true,1519453721,1000,10,14
0235447c7485ff2b945bac5fbc366d54a87389bab8cacf1b64b26ec01e96bd165a,0292ee280619b700bbbdfe4e6e92bdb894f77eb50d91d88c1803338c28df448f9f,505924:1073:0,0,true,true,1519359228,1000,10,14
0235447c7485ff2b945bac5fbc366d54a87389bab8cacf1b64b26ec01e96bd165a,0207197d1028b8a7edfee28f4e2dc47905333b2c4f9ed40bcd2c7481abe8fb049a,506066:1721:1,1,true,true,1520492455,1000,10,14
0235447c7485ff2b945bac5fbc366d54a87389bab8cacf1b64b26ec01e96bd165a,0201c0130bff6c44f7467cfc4d1343741521489177c24fd9e6fb346a16026ee978,505917:2021:0,1,true,true,1518296351,1000,10,14
0235447c7485ff2b945bac5fbc366d54a87389bab8cacf1b64b26ec01e96bd165a,03b7ca940bc33b882dc1f1bee353a6cf205b1a7472d8ae24d45370a8f510c27d23,505917:2022:0,0,true,true,1516845297,1000,10,14
0235447c7485ff2b945bac5fbc366d54a87389bab8cacf1b64b26ec01e96bd165a,02a5487cab84e33cacf424633e7520cfb3fce51aeaab41942ab01e72fb49d166f6,505924:1076:0,0,true,true,1516936247,1000,10,14
0235447c7485ff2b945bac5fbc366d54a87389bab8cacf1b64b26ec01e96bd165a,02b813dcf53442e2ba8ac0b7911dc31ab0b62fda5e55b30388efb6c39a8ee54d3c,505924:1078:0,0,true,true,1517009666,1000,10,14
0235447c7485ff2b945bac5fbc366d54a87389bab8cacf1b64b26ec01e96bd165a,02d4079fbbed8f92d4eb57712dae93c9df909a8fe876e771b8349380c2c08da37f,505978:2467:0,0,true,true,1516850610,1000,10,14
0235447c7485ff2b945bac5fbc366d54a87389bab8cacf1b64b26ec01e96bd165a,0273610392cfcbf1d4f2b0dd534cb04d066a88e1c68181ffdb6c4a609403f88741,506155:855:0,0,true,true,1516951741,1000,10,14
0235447c7485ff2b945bac5fbc366d54a87389bab8cacf1b64b26ec01e96bd165a,0347ffcb271ef54fa6103fc6392370ce398d1bc98460829f7046cf64026253a68e,508672:549:0,0,true,true,1521476541,1000,10,14
0235447c7485ff2b945bac5fbc366d54a87389bab8cacf1b64b26ec01e96bd165a,034a5fdb2df3ce1bfd2c2aca205ce9cfeef1a5f4af21b0b5e81c453080c30d7683,508309:1557:0,0,false,true,1519495999,1000,10,14
0235447c7485ff2b945bac5fbc366d54a87389bab8cacf1b64b26ec01e96bd165a,02ef471860e3634fb55624b329c09a682aba187c7aada690bab3c5ad9051f2e9f5,509203:1525:0,0,true,true,1520821935,1000,10,14
0235447c7485ff2b945bac5fbc366d54a87389bab8cacf1b64b26ec01e96bd165a,0260fb7d376815c1fcaffab104fd519ff1221fbf58257bf83142f9b498df2bf840,509613:2110:0,0,true,true,1521476541,1000,10,14
0235447c7485ff2b945bac5fbc366d54a87389bab8cacf1b64b26ec01e96bd165a,02cdcdba2636be773357b4841af9992c39590c75a84c0dddaefaa5faa4e5e2ca9e,506372:1251:0,0,true,true,1517196028,1000,10,14
0235447c7485ff2b945bac5fbc366d54a87389bab8cacf1b64b26ec01e96bd165a,02a4452b0854f164196b924eb36fbb764a35ba2aa32bb7d7885376581be3b971d4,509783:1540:0,0,true,true,1520580551,1000,10,14
0235447c7485ff2b945bac5fbc366d54a87389bab8cacf1b64b26ec01e96bd165a,0371bcbde71d6cc591134e6d95592a9e8baac232a1e975ccd67c111864a5e8d373,506610:715:1,0,true,true,1517604781,1000,10,14
0235447c7485ff2b945bac5fbc366d54a87389bab8cacf1b64b26ec01e96bd165a,02669e1e43577c14a4ae796a38e0cfdadb548615058e367bd96bf825e62c0932ce,508144:2566:1,0,true,true,1518398088,1000,10,14
0235447c7485ff2b945bac5fbc366d54a87389bab8cacf1b64b26ec01e96bd165a,032bdd51452d868b343bbd5e2fba5c2d223c1963b57eaf2366e17a314ca06d798d,509230:854:1,0,true,true,1521476541,1000,10,14
0235447c7485ff2b945bac5fbc366d54a87389bab8cacf1b64b26ec01e96bd165a,02a3a17effc394d27bc71b7f458cab02eeafef4eafd1e736583e40e66ebe98a3dd,513988:1338:0,0,false,true,1521409453,1000,10,14
0235447c7485ff2b945bac5fbc366d54a87389bab8cacf1b64b26ec01e96bd165a,020b755f640655a79c7c2442281959c37b3aa5a8e1ccc42b25934f744e5cf5306b,513951:564:1,1,false,true,1521492167,1000,10,14
0235447c7485ff2b945bac5fbc366d54a87389bab8cacf1b64b26ec01e96bd165a,02336abc41c6ed7b3c31cc5d44663672e3d4a7f2b04b212bd96ca85bd5bbd889b9,513965:1549:0,1,true,true,1521476541,1000,10,14
0235447c7485ff2b945bac5fbc366d54a87389bab8cacf1b64b26ec01e96bd165a,02ba6da2221ea2d2a86578654c18a7f1df5cedb689d7dbb6f6f92bc4c0588ac7b3,513988:1055:0,0,true,true,1521476721,1000,10,14
0235447c7485ff2b945bac5fbc366d54a87389bab8cacf1b64b26ec01e96bd165a,020d3d5995a973c878e3f6e5f59da54078304c537f981d7dcef73367ecbea0e90e,514004:922:1,1,true,true,1521476156,1000,10,14
0235447c7485ff2b945bac5fbc366d54a87389bab8cacf1b64b26ec01e96bd165a,024bd94f0425590434538fd21d4e58982f7e9cfd8f339205a73deb9c0e0341f5bd,514004:930:1,0,true,true,1521492178,1000,10,14
0235447c7485ff2b945bac5fbc366d54a87389bab8cacf1b64b26ec01e96bd165a,03aa434d9ff5d5470033aa654f201dbbdce79955c61e9e48a6674d203ae3b689f5,514053:889:0,0,true,true,1521476732,1000,10,14
0235447c7485ff2b945bac5fbc366d54a87389bab8cacf1b64b26ec01e96bd165a,02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b,514063:1038:1,0,true,true,1521476596,1000,10,14
0235447c7485ff2b945bac5fbc366d54a87389bab8cacf1b64b26ec01e96bd165a,0333b58f86a0c31da7ee61a4bc2232faccf8c4fe4167fe0dd9ce019fe03e82faac,514186:1866:1,0,true,true,1521476537,1000,10,14
0235447c7485ff2b945bac5fbc366d54a87389bab8cacf1b64b26ec01e96bd165a,02de874acb4af41a685c112b68a30b67a2d5cdb57cd601c96b18ced1bc2699229d,514293:1541:0,0,true,true,1521496091,1000,10,14
0235447c7485ff2b945bac5fbc366d54a87389bab8cacf1b64b26ec01e96bd165a,02c1ec2ab731486ae4bf23bed3f09c3f9fd17b644305fa818ee2b33aa7c0b09b77,514306:1633:0,0,true,true,1521500752,1000,10,14
0323e18348bb2afc29660da8ba06fb1e91fc37a5752301180b8f3afca7f5c49f01,027ccec61f4bf1fafb5156931da6527dc104ec3613dd4f4050161d89dd76ab494c,510790:825:0,1,true,true,1519773962,1000,10,14
020a873f5805cdaaa550e33ca8b66dc844b5c2a6a551fe70227e8d706c594a31cb,024a2e265cd66066b78a788ae615acdc84b5b0dec9efac36d7ac87513015eaf6ed,513885:1652:1,0,true,true,1521437955,1000,1,144
020a873f5805cdaaa550e33ca8b66dc844b5c2a6a551fe70227e8d706c594a31cb,023668a30d0a27304695df3fb1af55a4fb75153eac34840817cae0e6a57894fd51,513890:1531:0,0,true,true,1521439755,1000,1,144
02c119d2fd2e98a88f50d0d2ee4213255b7b8ec2be3a95f9aabd6afb09dd25b083,03b7ca940bc33b882dc1f1bee353a6cf205b1a7472d8ae24d45370a8f510c27d23,505379:976:0,0,true,true,1519661809,1000,10,14
02c119d2fd2e98a88f50d0d2ee4213255b7b8ec2be3a95f9aabd6afb09dd25b083,03cbf298b068300be33f06c947b9d3f00a0f0e8089da3233f5db37e81d3a596fe1,505379:1005:0,0,true,true,1521321502,1000,10,14
02c119d2fd2e98a88f50d0d2ee4213255b7b8ec2be3a95f9aabd6afb09dd25b083,02eccebd9ed98f6d267080a58194dbe554a2b33d976eb95bb7c116d00fd64c4a13,505379:1006:0,0,true,true,1519661809,1000,10,14
02c119d2fd2e98a88f50d0d2ee4213255b7b8ec2be3a95f9aabd6afb09dd25b083,02ee4469f2b686d5d02422917ac199602ce4c366a7bfaac1099e3ade377677064d,505415:960:0,0,true,true,1519911811,1000,10,14
02c119d2fd2e98a88f50d0d2ee4213255b7b8ec2be3a95f9aabd6afb09dd25b083,022c715b377856f5e176c52dfbe1f19b0283c4a85d563b1f09a9c7d9b6820ec375,505680:1178:0,1,true,true,1521245615,1000,10,14
02c119d2fd2e98a88f50d0d2ee4213255b7b8ec2be3a95f9aabd6afb09dd25b083,02b813dcf53442e2ba8ac0b7911dc31ab0b62fda5e55b30388efb6c39a8ee54d3c,505705:1208:0,1,true,true,1519661809,1000,10,14
02c119d2fd2e98a88f50d0d2ee4213255b7b8ec2be3a95f9aabd6afb09dd25b083,03f1e0761f2f1e0a83a9f831986df0e094e3947b1b645f1e3ca66dbf148cbffbf5,505992:226:0,0,true,true,1520876032,1000,10,14
02c119d2fd2e98a88f50d0d2ee4213255b7b8ec2be3a95f9aabd6afb09dd25b083,03ad6cd751e6b91831a0ea19c0e84f54f17ac51b6a9d5d2e81663238701286186f,506097:1162:0,0,false,true,1517550499,1000,10,14
02c119d2fd2e98a88f50d0d2ee4213255b7b8ec2be3a95f9aabd6afb09dd25b083,03381d03415d45d91c342752ec48d6ae77b7bd676c217d9233e4acb3f207b966d0,506103:1077:0,0,true,true,1521159428,1000,10,14
02c119d2fd2e98a88f50d0d2ee4213255b7b8ec2be3a95f9aabd6afb09dd25b083,02006b7be7ea4b7cdf181c5c7b338e80904f13173220eb07e991a268e518a35b4a,506143:647:0,1,true,true,1519661809,1000,10,14
02c119d2fd2e98a88f50d0d2ee4213255b7b8ec2be3a95f9aabd6afb09dd25b083,023f98766412494a4c301da6aeac8d0b314b240d75b300ec9df827d1713cf3be45,506221:1204:1,1,true,true,1520984159,1000,10,14
02c119d2fd2e98a88f50d0d2ee4213255b7b8ec2be3a95f9aabd6afb09dd25b083,03aa6ace62590f2220a6d4d6852d0e49fb6e4d6835f4b6902ccb8215d5c0d73acc,506417:618:0,0,true,true,1520573643,1000,10,14
02c119d2fd2e98a88f50d0d2ee4213255b7b8ec2be3a95f9aabd6afb09dd25b083,03e6ac3db37d6efeaa2be3d9faa5fcb9bf41d3feb03014148475b36e9688d12c24,506562:1233:1,0,true,true,1519661809,1000,10,14
02c119d2fd2e98a88f50d0d2ee4213255b7b8ec2be3a95f9aabd6afb09dd25b083,029efce538a7f6ba7873b1bd00e0028ca39a658b96af326d349fa45bfa34226073,506824:1615:0,1,true,true,1519661809,1000,10,14
02c119d2fd2e98a88f50d0d2ee4213255b7b8ec2be3a95f9aabd6afb09dd25b083,02692c2b2e98e48f56f096448fe95b5c1fe3795319d0c420fdac2dfff56bb0b121,507156:2021:0,1,true,true,1521257849,1000,10,14
02c119d2fd2e98a88f50d0d2ee4213255b7b8ec2be3a95f9aabd6afb09dd25b083,0317dbe0879b3c79c6c7c1843096a89c80762665b4d4548984f36402f007896b08,507256:45:0,0,true,true,1520876032,1000,10,14
02c119d2fd2e98a88f50d0d2ee4213255b7b8ec2be3a95f9aabd6afb09dd25b083,02596aec85385dee365614b27562140a5c9869b5c3fe51c9e60cde045ab953deff,507369:2463:0,1,true,true,1519661809,1000,10,14
02c119d2fd2e98a88f50d0d2ee4213255b7b8ec2be3a95f9aabd6afb09dd25b083,03f8d1ae8e36d19ed96fefa02f6f6c33fe69ed2fff5ece582b013a92c9077ee396,508000:1049:1,0,true,true,1521147813,1000,10,14
02c119d2fd2e98a88f50d0d2ee4213255b7b8ec2be3a95f9aabd6afb09dd25b083,02d76bd24afd87d3591b0f349ee2f3cef4e090f3fb0e7254988cbc060a75aed029,506427:1443:0,0,false,true,1517654473,1000,10,14
02c119d2fd2e98a88f50d0d2ee4213255b7b8ec2be3a95f9aabd6afb09dd25b083,028314f021602092779aedd4ef39f3b5809f9b6046f8bc28359b16e659ab1dcd7c,508106:1724:1,1,true,true,1521283599,1000,10,14
02c119d2fd2e98a88f50d0d2ee4213255b7b8ec2be3a95f9aabd6afb09dd25b083,02177273c1bc7450ebb9b0385bd7225dd0388bb75d8372aab3ccb6527d0b1b87a3,506540:826:0,1,false,true,1517267712,1000,10,14
02c119d2fd2e98a88f50d0d2ee4213255b7b8ec2be3a95f9aabd6afb09dd25b083,039e47f4f9049c04fb4845835443f688a9f2a9cb8498f4838441c08cddc9a33c8e,508705:1624:1,0,true,true,1520876032,1000,10,14
02c119d2fd2e98a88f50d0d2ee4213255b7b8ec2be3a95f9aabd6afb09dd25b083,0347ffcb271ef54fa6103fc6392370ce398d1bc98460829f7046cf64026253a68e,509031:1463:0,0,false,true,1520938004,1000,10,14
02c119d2fd2e98a88f50d0d2ee4213255b7b8ec2be3a95f9aabd6afb09dd25b083,02669e1e43577c14a4ae796a38e0cfdadb548615058e367bd96bf825e62c0932ce,508338:1394:1,1,true,true,1519661809,1000,10,14
02c119d2fd2e98a88f50d0d2ee4213255b7b8ec2be3a95f9aabd6afb09dd25b083,02ef471860e3634fb55624b329c09a682aba187c7aada690bab3c5ad9051f2e9f5,509207:499:0,0,false,true,1520937983,1000,10,14
02c119d2fd2e98a88f50d0d2ee4213255b7b8ec2be3a95f9aabd6afb09dd25b083,02398e68818bd5db532a480c9b6bec9e743d33f72d8d639619565b0b1430d2056d,509378:2336:0,1,true,true,1520971933,1000,10,14
02c119d2fd2e98a88f50d0d2ee4213255b7b8ec2be3a95f9aabd6afb09dd25b083,02647bf54e30968a2c56dc227bcc4a26bac8df94e4a6710df9a1bb230bbfda7e59,510308:740:0,1,true,true,1521315311,1000,10,14
02c119d2fd2e98a88f50d0d2ee4213255b7b8ec2be3a95f9aabd6afb09dd25b083,037f709e708f83bf2217369154316c769f5754e5eaf6a2c667fb9b4476ba8f277f,510391:639:0,0,true,true,1521113651,1000,10,14
02c119d2fd2e98a88f50d0d2ee4213255b7b8ec2be3a95f9aabd6afb09dd25b083,02ecb395c3090cb99429ce64b7bce41b68dfd6fbb2a337f0f556b6337460e546fd,510744:1572:0,0,true,true,1520876032,1000,10,14
02c119d2fd2e98a88f50d0d2ee4213255b7b8ec2be3a95f9aabd6afb09dd25b083,03fc5d1dd5cea5fafe3a174dcb7eb03215d97b2ed5bc39419de81bcbc7153a9e09,510903:467:0,0,true,true,1520876032,1000,10,14
02c119d2fd2e98a88f50d0d2ee4213255b7b8ec2be3a95f9aabd6afb09dd25b083,021eed4e271e2031a4d58ee2136c55c7079700a6e15664c04fd1a92fb060401795,508908:497:0,1,true,true,1521320613,1000,10,14
02c119d2fd2e98a88f50d0d2ee4213255b7b8ec2be3a95f9aabd6afb09dd25b083,02e4f9fbf93b1e82505064c9fe4a51bcadafe0d54645ca5d88ebf97f83d71246ae,511636:118:0,0,true,true,1521060108,1000,10,14
02c119d2fd2e98a88f50d0d2ee4213255b7b8ec2be3a95f9aabd6afb09dd25b083,0336df94c9f861f6e36f48427e100a68c2aac2f3cc4c632c816e3d2e12b865c183,511646:824:0,0,true,true,1520876032,1000,10,14
02c119d2fd2e98a88f50d0d2ee4213255b7b8ec2be3a95f9aabd6afb09dd25b083,03fa94bc4aead4375faaade28d33ef336d4124347843f258dbd66ded9799cb3dab,511709:1785:0,0,true,true,1520876032,1000,10,14
02c119d2fd2e98a88f50d0d2ee4213255b7b8ec2be3a95f9aabd6afb09dd25b083,02a4452b0854f164196b924eb36fbb764a35ba2aa32bb7d7885376581be3b971d4,511780:679:1,1,true,true,1520876032,1000,10,14
02c119d2fd2e98a88f50d0d2ee4213255b7b8ec2be3a95f9aabd6afb09dd25b083,038d108e6cd9b8e84fa0b89d018c2e254324d3674b2bb3db12b35841889bfe372a,511803:754:0,0,true,true,1520876032,1000,10,14
02c119d2fd2e98a88f50d0d2ee4213255b7b8ec2be3a95f9aabd6afb09dd25b083,033a31b7720de80d4d5ea02b0037501722d1fbda74afb2606b7b571ce51a252603,509680:1406:0,0,true,true,1519661809,1000,10,14
02c119d2fd2e98a88f50d0d2ee4213255b7b8ec2be3a95f9aabd6afb09dd25b083,03b7802e8ed9fed4cefed50d0074100368c1b2c46d9e8f1be55f55133495340c60,512022:1661:1,0,true,true,1520876032,1000,10,14
02c119d2fd2e98a88f50d0d2ee4213255b7b8ec2be3a95f9aabd6afb09dd25b083,0280d7fa7869b74dcc8d34eccf3db1003b35a0af019700e9407106301e97a81c82,509939:647:0,1,true,true,1519661809,1000,10,14
02c119d2fd2e98a88f50d0d2ee4213255b7b8ec2be3a95f9aabd6afb09dd25b083,03220b9d15ee4fdd5ab3cf16bee7b640ae648962aef50e1079bdad713f68e3d751,509959:1631:1,0,false,true,1519174453,1000,10,14
02c119d2fd2e98a88f50d0d2ee4213255b7b8ec2be3a95f9aabd6afb09dd25b083,0346d0ab327accaea0ae480a1ad73dd09fc27b24976c21bcdbc61f9c2564ea903f,513339:454:1,0,true,true,1521184888,1000,10,14
02c119d2fd2e98a88f50d0d2ee4213255b7b8ec2be3a95f9aabd6afb09dd25b083,0233eee439d71420e339d40f36fa66c41fe719d4b851361e63dbd9116ba1c91bfd,513682:1062:1,1,true,true,1521152468,1000,10,14
02c119d2fd2e98a88f50d0d2ee4213255b7b8ec2be3a95f9aabd6afb09dd25b083,03b0ae61e882c00adfc5dadb2005b517e034ae1b9a44f44962f37da3c723634d6b,513684:1894:1,0,true,true,1521154302,1000,10,14
02c119d2fd2e98a88f50d0d2ee4213255b7b8ec2be3a95f9aabd6afb09dd25b083,032271efcb35188ef00e3f28469a2bb18b50a5f2f325bd130bdac341af24e9b5f0,513825:1061:1,0,true,true,1521321740,1000,10,14
0350052352bbf3d13cafe5217d1d9d63bf32fd881cbef62675b4b271ecc357cee4,022c715b377856f5e176c52dfbe1f19b0283c4a85d563b1f09a9c7d9b6820ec375,513923:690:0,1,true,true,1521461050,1000,1,144
0350052352bbf3d13cafe5217d1d9d63bf32fd881cbef62675b4b271ecc357cee4,024bd94f0425590434538fd21d4e58982f7e9cfd8f339205a73deb9c0e0341f5bd,513923:686:1,1,true,true,1521461040,1000,1,144
0350052352bbf3d13cafe5217d1d9d63bf32fd881cbef62675b4b271ecc357cee4,02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b,513984:1818:0,1,true,true,1521461050,1000,1,144
0350052352bbf3d13cafe5217d1d9d63bf32fd881cbef62675b4b271ecc357cee4,028ffea132e7e1d8e5191f7f4dfaa6b5c20509a6c668111b62c21670ce53139560,513923:692:1,1,true,true,1521461050,1000,1,144
03587e75c5928c0bdaae3b100f3edf7211bfd900d08a93f391e7d20fe062eeb37c,03c7cad7e4ecfc741909b910d59b31b631e36afffc58e87389172c80702fddcbfa,510223:1689:0,0,true,true,1519235560,1000,10,14
