source,destination,weight
02ef471860e3634fb55624b329c09a682aba187c7aada690bab3c5ad9051f2e9f5,02c0ac82c33971de096d87ce5ed9b022c2de678f08002dc37fdb1b6886d12234b5,1000
02ef471860e3634fb55624b329c09a682aba187c7aada690bab3c5ad9051f2e9f5,0235447c7485ff2b945bac5fbc366d54a87389bab8cacf1b64b26ec01e96bd165a,1000
02ef471860e3634fb55624b329c09a682aba187c7aada690bab3c5ad9051f2e9f5,02c119d2fd2e98a88f50d0d2ee4213255b7b8ec2be3a95f9aabd6afb09dd25b083,1000
02ef471860e3634fb55624b329c09a682aba187c7aada690bab3c5ad9051f2e9f5,039c5e9d35bc1fd983c45f338cbd53fb41c3ec85531f623eb05a6097cc04beeb00,1000
02ef471860e3634fb55624b329c09a682aba187c7aada690bab3c5ad9051f2e9f5,0347469dea682bd59255a5e60eaed8079186f85b5b5ea6dfd24565212e474b30c6,1000
039b2990bdc09b8176d101517bebab019ecd41b546d3e8fec8c19cd05bfdf9be7d,020d3d5995a973c878e3f6e5f59da54078304c537f981d7dcef73367ecbea0e90e,1000
02e7ac300471ac96db1ecc52f3f4e2bf26a3cd3cfb1e8ba68f2b6fadc4ab37440e,03b7ca940bc33b882dc1f1bee353a6cf205b1a7472d8ae24d45370a8f510c27d23,546000
03b1be68b8f564fe53f5456cf4bec901ba968fb72ed7291279ab0c87e0d22f1f49,024a2e265cd66066b78a788ae615acdc84b5b0dec9efac36d7ac87513015eaf6ed,1000
03b1be68b8f564fe53f5456cf4bec901ba968fb72ed7291279ab0c87e0d22f1f49,0326ae91fb140ef73af4fcbd977456f12323d85d93231535779472ff31b8e27c95,1000
0219b7b9750c94bd47d2300505fc1de2b71b5d97807334340d4bc3835b5ca639c1,03ac27acff678ce4a2f25756612d3a83e2cb4d7552db168d3bb15482b92c80215f,1000
037bbd966e0939be14083a4bc62b42fa0ad6c5b2fbb3064876f0265787c78a73f7,020d3d5995a973c878e3f6e5f59da54078304c537f981d7dcef73367ecbea0e90e,1000
027644f08d2282a1a113583fc736c86943ab964dcf0271602167ce427f75cb1710,031c32d4083c916e41727ffdd66cee7ff03366663a0e5c64e0ab59737dcfdf17c8,1000
02f40890af885da4673f0ee9725ee74bb2c66d6491cc4334056a2701057993e61d,024a2e265cd66066b78a788ae615acdc84b5b0dec9efac36d7ac87513015eaf6ed,1000
03d230e83b40d70a05cc6bb325143739d12d527432622d0e5376e7f9e8aa44c72a,020d3d5995a973c878e3f6e5f59da54078304c537f981d7dcef73367ecbea0e90e,1000
03d230e83b40d70a05cc6bb325143739d12d527432622d0e5376e7f9e8aa44c72a,0261df8ef49d9a9c64a26d98d4c3f52baf12fb9e18652a2ba37fd9715364e03731,1000
03d230e83b40d70a05cc6bb325143739d12d527432622d0e5376e7f9e8aa44c72a,0301f33f9025d623df59eef0fe57813062447cd427cd4709ed974d12f268686db8,1000
03d230e83b40d70a05cc6bb325143739d12d527432622d0e5376e7f9e8aa44c72a,02f6725f9c1c40333b67faea92fd211c183050f28df32cac3f9d69685fe9665432,1000
03d230e83b40d70a05cc6bb325143739d12d527432622d0e5376e7f9e8aa44c72a,02a4452b0854f164196b924eb36fbb764a35ba2aa32bb7d7885376581be3b971d4,1000
0321344cc2a35796592dc363ba5b5d5bc00f653f0a4ab8f7bd07256649fc682de7,020d3d5995a973c878e3f6e5f59da54078304c537f981d7dcef73367ecbea0e90e,1000
023e2b9bb357b1bf135d59551418178ef020cdd77efee7939cdd7c83f41256f7b1,0333b58f86a0c31da7ee61a4bc2232faccf8c4fe4167fe0dd9ce019fe03e82faac,1000
02b8bf9a283df48ee3b71651157ef73d72ca54dcf223f72aff2d13d8c8eda484f2,021f2cbffc4045ca2d70678ecf8ed75e488290874c9da38074f6d378248337062b,10
02b8bf9a283df48ee3b71651157ef73d72ca54dcf223f72aff2d13d8c8eda484f2,02e1f8a072ef71f02657b582bf1a2bfd1cb4ea119d19c3ebf39476e2831a8359bc,10
03b7ca940bc33b882dc1f1bee353a6cf205b1a7472d8ae24d45370a8f510c27d23,02f6725f9c1c40333b67faea92fd211c183050f28df32cac3f9d69685fe9665432,546000
03b7ca940bc33b882dc1f1bee353a6cf205b1a7472d8ae24d45370a8f510c27d23,02c119d2fd2e98a88f50d0d2ee4213255b7b8ec2be3a95f9aabd6afb09dd25b083,546000
03b7ca940bc33b882dc1f1bee353a6cf205b1a7472d8ae24d45370a8f510c27d23,02b65dbae39dc11c2577c318ebb82696651377be09187b1a9b0364a417a1d96815,546000
03b7ca940bc33b882dc1f1bee353a6cf205b1a7472d8ae24d45370a8f510c27d23,02fb74056358782bf2b555c80807fa29c9ddfbe5051cfadf2eb83871c155544391,546000
03b7ca940bc33b882dc1f1bee353a6cf205b1a7472d8ae24d45370a8f510c27d23,03447c9f9d17a6f082dcf4cf97e8949e3fe6fd704baa54560aef0d742593659d15,546000
03b7ca940bc33b882dc1f1bee353a6cf205b1a7472d8ae24d45370a8f510c27d23,02e7ac300471ac96db1ecc52f3f4e2bf26a3cd3cfb1e8ba68f2b6fadc4ab37440e,546000
03b7ca940bc33b882dc1f1bee353a6cf205b1a7472d8ae24d45370a8f510c27d23,02ef61a252f9504a42fc264a28476f44cea0711a44b2da0bd729ad52aaee9d86b7,546000
03b7ca940bc33b882dc1f1bee353a6cf205b1a7472d8ae24d45370a8f510c27d23,022c715b377856f5e176c52dfbe1f19b0283c4a85d563b1f09a9c7d9b6820ec375,546000
03b7ca940bc33b882dc1f1bee353a6cf205b1a7472d8ae24d45370a8f510c27d23,03dbd26bedb44490bfbf19c876f41c4561e3c650517a6c6ba77cb5e581b0b886b8,546000
03b7ca940bc33b882dc1f1bee353a6cf205b1a7472d8ae24d45370a8f510c27d23,031c527494f295220d26a1814c18e7db3f4f03203ce1a53a0b74b52ed570a3972a,546000
03b7ca940bc33b882dc1f1bee353a6cf205b1a7472d8ae24d45370a8f510c27d23,0271d98f7dfe66198f045690f552a9126abb0aa1585f0061854e780b7e08e6dccd,546000
03b7ca940bc33b882dc1f1bee353a6cf205b1a7472d8ae24d45370a8f510c27d23,02b813dcf53442e2ba8ac0b7911dc31ab0b62fda5e55b30388efb6c39a8ee54d3c,546000
03b7ca940bc33b882dc1f1bee353a6cf205b1a7472d8ae24d45370a8f510c27d23,03987c2e42501433973821060882d3c76f6d334cef64ca8853570593d9ab273cab,546000
03b7ca940bc33b882dc1f1bee353a6cf205b1a7472d8ae24d45370a8f510c27d23,03cd44680050e504d0a74ad416960a84aab22d59b8c5921575ffef4575997ae7cd,546000
03b7ca940bc33b882dc1f1bee353a6cf205b1a7472d8ae24d45370a8f510c27d23,0235447c7485ff2b945bac5fbc366d54a87389bab8cacf1b64b26ec01e96bd165a,546000
03b7ca940bc33b882dc1f1bee353a6cf205b1a7472d8ae24d45370a8f510c27d23,02ed03536fa441555a896ef236ee8f2083f80473834b1f02dfd4acde6b64b3711c,546000
03b7ca940bc33b882dc1f1bee353a6cf205b1a7472d8ae24d45370a8f510c27d23,036e5f6c4697e39c1aa75d65b1a6c9041f2724ec04d08c52ad210f4440a692a080,546000
03b7ca940bc33b882dc1f1bee353a6cf205b1a7472d8ae24d45370a8f510c27d23,020e7172190f243d11731a3ca6b33dab6e8441b7c5c306fe29f2c3d2fce91713fb,546000
028bb0107014a8f749998ba53c9fff32b2d47f3e0ec2a5759859bfd637721f519e,03c7cad7e4ecfc741909b910d59b31b631e36afffc58e87389172c80702fddcbfa,1000
020e7172190f243d11731a3ca6b33dab6e8441b7c5c306fe29f2c3d2fce91713fb,03b7ca940bc33b882dc1f1bee353a6cf205b1a7472d8ae24d45370a8f510c27d23,1000
02b11440fc0a82e4489a124623a63e01936bd3dfd60f33ad6f0d7756e922bcdced,02f6725f9c1c40333b67faea92fd211c183050f28df32cac3f9d69685fe9665432,1000
02b11440fc0a82e4489a124623a63e01936bd3dfd60f33ad6f0d7756e922bcdced,02be32b065e268f937b6e80172c7723e02fc0b521493140fc3c69a95ccf35d6e59,1000
02b11440fc0a82e4489a124623a63e01936bd3dfd60f33ad6f0d7756e922bcdced,030ab828b743f8fda9fc8f7aac3051de2aeadb306e4e046ed0778bb897ee770d1d,1000
02b11440fc0a82e4489a124623a63e01936bd3dfd60f33ad6f0d7756e922bcdced,033cfe09030dff97391e08cd08c77834efcb44b706bee7ac7d0866b02ed67f356a,1000
02ac9c298789d2387d2534481dcc0e4f98fda7b235faac3965861b7be9d090ccc0,02ada0656847603d0b22dcee5158c3404eb40035457953407ef96a017cb45cfc91,1000
02ac9c298789d2387d2534481dcc0e4f98fda7b235faac3965861b7be9d090ccc0,026c551b2add0d8f7461e81bd7ca76e721484f04702867944ed138012ee7d6022e,1000
030f5c893bc92e3f45955c2c82d9e933bcfb2c68677c0f62b478e5f7f602b549fb,031a32a1a78f66a775008abb4b2e3b7a781b84676946f960f60cf5aa0fd5128d4c,1000
0230d1a9462fae76bc20e9f5eff885a70f4152d9eca912418cbdbeae9a331a96f1,02587704695048661f32522b3ae25172601544435791611070b5f6176e8b457394,1000
029eda74de66b675354054af719ba9e8f3f8954f88e2a8bcd0be8d7d191e9a11c1,031feee8045899c658eec2b6f2f6da6e4bdd7baabdc61bdc017761577342fbd011,1000
020331a1a81bd8ad2c2ffcd6730bee311c6f457ceca8e8cfcfef0117cebfac348a,020d3d5995a973c878e3f6e5f59da54078304c537f981d7dcef73367ecbea0e90e,1000
03354ff488363e38c498bb30041d2447e7e4e8c9bb738c765ff8215d1d94a94f08,020d3d5995a973c878e3f6e5f59da54078304c537f981d7dcef73367ecbea0e90e,1000
03d79fa302d7276885b6a5ea418ac9e7ccb6f12f93e0901983e6f3cac205b4298d,02ee4469f2b686d5d02422917ac199602ce4c366a7bfaac1099e3ade377677064d,1000
03d79fa302d7276885b6a5ea418ac9e7ccb6f12f93e0901983e6f3cac205b4298d,020d3d5995a973c878e3f6e5f59da54078304c537f981d7dcef73367ecbea0e90e,1000
03d79fa302d7276885b6a5ea418ac9e7ccb6f12f93e0901983e6f3cac205b4298d,02d4531a2f2e6e5a9033d37d548cff4834a3898e74c3abe1985b493c42ebbd707d,1000
0235295130523a20394d3eb2eedae07ea400ed043c4b0703ab5baa17599928cf9c,03a8f310c015f5a0b7518e6035896b77e524293a7010739c0c4a054f2c4886c1c9,1000
03ca5327a1994a44f98884b1a84018b8b3f7f8210d8994697dbcf59fdc2ae1bd9c,026c551b2add0d8f7461e81bd7ca76e721484f04702867944ed138012ee7d6022e,1000
03c5d75a98ae97355448f5d67af70552d22502081bbd0ea74e7ee973dac7e65e8f,02f6725f9c1c40333b67faea92fd211c183050f28df32cac3f9d69685fe9665432,1000
024f8a8350dbc4a572f51618c9aec5458559d5fdf255b00740bb031c2d51ae25a7,0271d98f7dfe66198f045690f552a9126abb0aa1585f0061854e780b7e08e6dccd,1000
024f8a8350dbc4a572f51618c9aec5458559d5fdf255b00740bb031c2d51ae25a7,03a767feb1e0006e71b7e78a249e219da1665a1fedbadebd8aba046fbb371efe54,1000
024f8a8350dbc4a572f51618c9aec5458559d5fdf255b00740bb031c2d51ae25a7,02a3a17effc394d27bc71b7f458cab02eeafef4eafd1e736583e40e66ebe98a3dd,1000
02ee4469f2b686d5d02422917ac199602ce4c366a7bfaac1099e3ade377677064d,02aeb693e2dfb2f890c65dcf27e6eb7d52dd3e4f7b74ce5fe646675793625f9b51,1000
02ee4469f2b686d5d02422917ac199602ce4c366a7bfaac1099e3ade377677064d,02c0ac82c33971de096d87ce5ed9b022c2de678f08002dc37fdb1b6886d12234b5,1000
02ee4469f2b686d5d02422917ac199602ce4c366a7bfaac1099e3ade377677064d,02c119d2fd2e98a88f50d0d2ee4213255b7b8ec2be3a95f9aabd6afb09dd25b083,1000
02ee4469f2b686d5d02422917ac199602ce4c366a7bfaac1099e3ade377677064d,031c527494f295220d26a1814c18e7db3f4f03203ce1a53a0b74b52ed570a3972a,1000
02ee4469f2b686d5d02422917ac199602ce4c366a7bfaac1099e3ade377677064d,02dd65974654061fd0008fdd6c7436af613aa116d29769ed5bbf4e7e41eb0604e0,1000
02ee4469f2b686d5d02422917ac199602ce4c366a7bfaac1099e3ade377677064d,02ff5053660e8763befd147411544143a106b65058ffab432a21277d68b0a4a491,1000
02ee4469f2b686d5d02422917ac199602ce4c366a7bfaac1099e3ade377677064d,03d79fa302d7276885b6a5ea418ac9e7ccb6f12f93e0901983e6f3cac205b4298d,1000
02ee4469f2b686d5d02422917ac199602ce4c366a7bfaac1099e3ade377677064d,0280d7fa7869b74dcc8d34eccf3db1003b35a0af019700e9407106301e97a81c82,1000
02ee4469f2b686d5d02422917ac199602ce4c366a7bfaac1099e3ade377677064d,021f2cbffc4045ca2d70678ecf8ed75e488290874c9da38074f6d378248337062b,1000
020abce87fb0c6c000e6a1da3042bda538fcb20a10b3fa2824587f00e605711f5a,02f6725f9c1c40333b67faea92fd211c183050f28df32cac3f9d69685fe9665432,1000
03378bda17378f0a054c87bde20b24e73cff878556c9258e043d0fefc378a8c978,0357712cde38c9e82044ce5070473585e35dcb6069014a7e31a28968f5d839bab4,1000
03378bda17378f0a054c87bde20b24e73cff878556c9258e043d0fefc378a8c978,02b7060f74b7e04d3d8af97fab20381fcc16f7a33c7e526fa5c9b96afdb288d7d2,1000
03378bda17378f0a054c87bde20b24e73cff878556c9258e043d0fefc378a8c978,0201d3fb63901ffaaa6ce535c9227fb3dc4646b6276096dd10c8a12e178ac9886f,0
03d4aa52d79c782d4d930c3567fa512ca10f02a028fa0ae4965f21a3a11940d809,02f6725f9c1c40333b67faea92fd211c183050f28df32cac3f9d69685fe9665432,1000
02ecb395c3090cb99429ce64b7bce41b68dfd6fbb2a337f0f556b6337460e546fd,03c7cad7e4ecfc741909b910d59b31b631e36afffc58e87389172c80702fddcbfa,1000
02ecb395c3090cb99429ce64b7bce41b68dfd6fbb2a337f0f556b6337460e546fd,02c119d2fd2e98a88f50d0d2ee4213255b7b8ec2be3a95f9aabd6afb09dd25b083,1000
03204b29fe80bbdb895b50f40fb81a78ccc53f2de8eca6bb234facffdbf783ec96,031c527494f295220d26a1814c18e7db3f4f03203ce1a53a0b74b52ed570a3972a,1000
03204b29fe80bbdb895b50f40fb81a78ccc53f2de8eca6bb234facffdbf783ec96,023337924c8c847b6b78982d0baa8efd3c48a65facb987fdd277a04c7c7791a4eb,1000
0361b6dfb36c8e1746e502a3e24e0c766713bb071a567d58e51733941abbd2b534,02f6725f9c1c40333b67faea92fd211c183050f28df32cac3f9d69685fe9665432,1000
03c45fe15c475d61c1d39b6e11b3bfbd913b98f3f21abea787e0d5cb889d35337d,020d3d5995a973c878e3f6e5f59da54078304c537f981d7dcef73367ecbea0e90e,1000
02d0f53a403a0b16efdec1983a082ab7645e35858f6a855871e489c9992748a059,033cfe09030dff97391e08cd08c77834efcb44b706bee7ac7d0866b02ed67f356a,1000
02829de2d8762ac70f6a243c7e210e1a41d7bc9fe909d09f120b7f0b0252c83858,02669e1e43577c14a4ae796a38e0cfdadb548615058e367bd96bf825e62c0932ce,1000
02829de2d8762ac70f6a243c7e210e1a41d7bc9fe909d09f120b7f0b0252c83858,02644f5587cb30d3e9c3ac923f9e0ba5e2c2bebf0f580cdccb2a6f5ee5546ad549,1000
02829de2d8762ac70f6a243c7e210e1a41d7bc9fe909d09f120b7f0b0252c83858,0333b58f86a0c31da7ee61a4bc2232faccf8c4fe4167fe0dd9ce019fe03e82faac,1000
02829de2d8762ac70f6a243c7e210e1a41d7bc9fe909d09f120b7f0b0252c83858,0299f43fb7f40d15b5f0c2d815fb5b44cf35859abf6fd2f1d1ad24e031a4dd324b,1000
02829de2d8762ac70f6a243c7e210e1a41d7bc9fe909d09f120b7f0b0252c83858,0280d7fa7869b74dcc8d34eccf3db1003b35a0af019700e9407106301e97a81c82,1000
02829de2d8762ac70f6a243c7e210e1a41d7bc9fe909d09f120b7f0b0252c83858,024508e432956be7bb07a5bd726f20ef18c9e7bfaff9abe7f5802d1a4910a86d35,1000
